库名,表名,路径,du B（不准确）,du TB,使用者,业务线,目录属主,目录属组,文件数量,分区格式,保留周期（天）,已配置TTL
1v1,bigo_happy_hour_order_stat,/flume/1v1/bigo_happy_hour_order_stat,,,hadoop,,hadoop,,,,,
1v1,bigo_happy_hour_login_stat,/flume/1v1/bigo_happy_hour_login_stat,1397421,1.27095E-06,hadoop,,,,,,,
algo,live_stats_kafka_d_miclink,/flume/bigolive/live_stats_kafka_d-miclink,2.24261E+12,2.039640353,hadoop,,,,,,,
algo,rec_broadcaster_time_d_orc,/recommend/hive/algo.db/rec_broadcaster_time_d_orc,1194045262,0.009,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_broadcaster_time_3d_orc,/recommend/hive/algo.db/rec_broadcaster_time_3d_orc,-1597967876,0.018,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_broadcaster_time_7d_orc,/recommend/hive/algo.db/rec_broadcaster_time_7d_orc,-580843157,0.031,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_broadcaster_time_14d_orc,/recommend/hive/algo.db/rec_broadcaster_time_14d_orc,-1802227276,0.049,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_shower_first_show_time_from_stat_d,/recommend/hive/algo.db/rec_shower_first_show_time_from_stat_d,-486456832,2.214,hadoop,,hadoop,hdfs,,,,
algo,video_weight,/recommend/hive/algo.db/video_weight,48,0,zhanghang,,zhanghang,hdfs,,,,
algo,rec_imactive_all_users_30d_orc,/recommend/hive/algo.db/rec_imactive_all_users_30d_orc,875817600,0.098,zhanghang,,zhanghang,hdfs,,,,
algo,rec_viewer_android_offline_push_stat_d_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_d_orc_new,-167148610,0.027,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_android_offline_push_stat_7d_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_7d_orc_new,-447749929,0.05,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_android_offline_push_stat_with_tz_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_with_tz_orc_new,1894013824,0.123,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_all_offline_push_stat_d_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_d_orc,46311872,0.754,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_all_offline_push_stat_7d_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_7d_orc,1213232640,0.626,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_all_offline_push_stat_with_tz_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_with_tz_orc,-529332096,0.199,penglinfeng,,penglinfeng,hdfs,,,,
algo,user_countrycode_bak,/recommend/hive/algo.db/user_countrycode_bak,141772295,0.051,alg_push,,jinzigang,hdfs,,,,
algo,like_user_rank_country_150,/recommend/hive/algo.db/like_user_rank_country_150,1409638731,0.001,jinzigang,,jinzigang,hdfs,,,,
algo,like_user_rank_county,/recommend/hive/algo.db/like_user_rank_county,1793752192,0.091,jinzigang,,jinzigang,hdfs,,,,
algo,rec_like_new_star_banyun_orc_2,/recommend/hive/algo.db/rec_like_new_star_banyun_orc_2,-1288088788,0.061,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_base_tmp_orc_2,/recommend/hive/algo.db/rec_like_new_star_base_tmp_orc_2,276330240,30.02,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_base_orc_2,/recommend/hive/algo.db/rec_like_new_star_base_orc_2,872415040,0.528,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_all_country_orc_2,/recommend/hive/algo.db/rec_like_new_star_all_country_orc_2,18194583,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_one_country_orc_2,/recommend/hive/algo.db/rec_like_new_star_one_country_orc_2,166612653,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_total_orc_2,/recommend/hive/algo.db/rec_like_new_star_total_orc_2,311270400,0.391,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,like_static_share_rate_rank_d,/recommend/hive/algo.db/like_static_share_rate_rank_d,176764209,0,jinzigang,,jinzigang,hdfs,,,,
algo,welog_tbl_video,/recommend/hive/algo.db/welog_tbl_video,1508515010,0.005,jinzigang,,jinzigang,hdfs,,,,
algo,like_static_weeklyhighlights_share_rank,/recommend/hive/algo.db/like_static_weeklyhighlights_share_rank,-536610151,0.003,jinzigang,,jinzigang,hdfs,,,,
algo,rec_like_new_star_yunying_uid_orc,/recommend/hive/algo.db/rec_like_new_star_yunying_uid_orc,3726,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_base_orc_2_1,/recommend/hive/algo.db/rec_like_new_star_base_orc_2_1,1422382336,0.525,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_gift_7d_orc,/recommend/hive/algo.db/rec_live_user_gift_7d_orc,-1058075270,0.007,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_gift_3d_orc,/recommend/hive/algo.db/rec_live_user_gift_3d_orc,496539863,0.004,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_follow_7d_orc,/recommend/hive/algo.db/rec_live_user_follow_7d_orc,-124336304,0.043,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_follow_3d_orc,/recommend/hive/algo.db/rec_live_user_follow_3d_orc,933960138,0.024,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_scene_user_enter_d_orc,/recommend/hive/algo.db/rec_live_scene_user_enter_d_orc,-1771724544,0.151,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_scene_user_enter_3d_orc,/recommend/hive/algo.db/rec_live_scene_user_enter_3d_orc,1096994944,0.239,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_gift_7d_orc,/recommend/hive/algo.db/rec_live_broadcaster_gift_7d_orc,-115603553,0.008,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_follow_3d_orc,/recommend/hive/algo.db/rec_live_broadcaster_follow_3d_orc,180599008,0.043,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_follow_7d_orc,/recommend/hive/algo.db/rec_live_broadcaster_follow_7d_orc,-1230092871,0.081,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_gift_3d_orc,/recommend/hive/algo.db/rec_live_broadcaster_gift_3d_orc,219000782,0.004,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_enter_3d_orc,/recommend/hive/algo.db/rec_live_broadcaster_enter_3d_orc,207351911,0.016,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_enter_7d_orc,/recommend/hive/algo.db/rec_live_broadcaster_enter_7d_orc,1463532252,0.025,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_feature_d_part2_orc,/recommend/hive/algo.db/rec_live_broadcaster_feature_d_part2_orc,-1298304448,0.44,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_uid_abflag_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uid_abflag_d_orc,-1113855360,0.136,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_retention_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_retention_d_orc,157402005,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_preference_bean_kv_orc,/recommend/hive/algo.db/rec_live_user_preference_bean_kv_orc,-1691551558,0.026,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_retention_7d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_retention_7d_orc,159666381,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_profile_orc,/recommend/hive/algo.db/rec_live_user_profile_orc,-2049319936,4.26,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_uid_abflag_detail_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_uid_abflag_detail_d_orc,-1091462912,0.183,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,like_first_entrance_data,/recommend/hive/algo.db/like_first_entrance_data,318673509,0,guoyishan,,guoyishan,hdfs,,,,
algo,rec_live_user_preference_lianmai_14d_orc,/recommend/hive/algo.db/rec_live_user_preference_lianmai_14d_orc,-1996795008,0.381,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_preference_lianmai_kv_orc,/recommend/hive/algo.db/rec_live_user_preference_lianmai_kv_orc,1693714432,0.326,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,abflag_daily_report,/recommend/hive/algo.db/abflag_daily_report,4797420,0,guoyishan,,guoyishan,hdfs,,,,
algo,dw_ad_channel_info,/recommend/hive/algo.db/dw_ad_channel_info,171885348,0,guoyishan,,guoyishan,hdfs,,,,
algo,uid_gender_birthday_info,/recommend/hive/algo.db/uid_gender_birthday_info,1436236032,4.329,guoyishan,,guoyishan,hdfs,,,,
algo,rec_like_video_user_region_statis,/recommend/hive/algo.db/rec_like_video_user_region_statis,309223170,0.047,diaozhaoshuo,,diaozhaoshuo,hdfs,,,,
algo,rec_like_video_refer_statis,/recommend/hive/algo.db/rec_like_video_refer_statis,1864752192,0.092,diaozhaoshuo,,diaozhaoshuo,hdfs,,,,
algo,dw_video_action_day,/recommend/hive/algo.db/dw_video_action_day,1870657792,0.677,guoyishan,,guoyishan,hdfs,,,,
algo,like_user_rank_live_country_rate_v2,/recommend/hive/algo.db/like_user_rank_live_country_rate_v2,435,0,jinzigang,,jinzigang,hdfs,,,,
algo,rec_bigolive_abtest_uid_abflag_detail_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_uid_abflag_detail_h_orc,-100579904,0.289,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_uid_abflag_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uid_abflag_h_orc,1555256576,0.271,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_uv_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uv_h_orc,-1405457362,0.003,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_stay_all_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_stay_all_h_orc,1281488099,0.005,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,gys_bigv_user_level_list,/recommend/hive/algo.db/gys_bigv_user_level_list,1356628480,4.376,guoyishan,,guoyishan,hdfs,,,,
algo,country_id_to_country_region,/recommend/hive/algo.db/country_id_to_country_region,7629,0,jinzigang,,jinzigang,hdfs,,,,
algo,alg_wl_cf_prepare_data_pre,/recommend/hive/algo.db/alg_wl_cf_prepare_data_pre,-1007354880,25.995,alg_stat,,alg_stat,hdfs,,,,
algo,alg_wl_cf_prepare_data,/recommend/hive/algo.db/alg_wl_cf_prepare_data,-850761216,14.241,alg_stat,,alg_stat,hdfs,,,,
algo,dm_like_dispatch_video,/recommend/hive/algo.db/dm_like_dispatch_video,65353104,0,guoyishan,,guoyishan,hdfs,,,,
algo,like_video_hot_play_d,/recommend/hive/algo.db/like_video_hot_play_d,-890104832,4.167,zhanghang,,zhanghang,hdfs,,,,
algo,rec_bigolive_uid_room_id_orc,/recommend/hive/algo.db/rec_bigolive_uid_room_id_orc,-2010944000,5.858,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_gift_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_gift_v2_orc,-1485993251,0.018,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_broadcaster_gift_v2_orc,/recommend/hive/algo.db/rec_bigolive_broadcaster_gift_v2_orc,-1075299907,0.003,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_broadcaster_follow_v2_orc,/recommend/hive/algo.db/rec_bigolive_broadcaster_follow_v2_orc,1987162696,0.033,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_follow_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_follow_v2_orc,1482747136,0.329,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_micklink_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_micklink_v2_orc,-1865322743,0.053,gaobo,,gaobo,hdfs,,,,
algo,sqoop_country_registe_stat_v2,/recommend/hive/algo.db/sqoop_country_registe_stat_v2,697154616,0.001,guoyishan,,guoyishan,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_stay_detail_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_stay_detail_v2_orc,1173351168,34.442,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_stay_v2_tmp1_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_stay_v2_tmp1_orc,-932917376,3.831,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_stay_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_stay_v2_orc,2074989568,3.584,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_broadcaster_stay_v2_orc,/recommend/hive/algo.db/rec_bigolive_broadcaster_stay_v2_orc,-969466938,0.011,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,dm_country_registe0_stat,/recommend/hive/algo.db/dm_country_registe0_stat,66022062,0,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe3_stat,/recommend/hive/algo.db/dm_country_registe3_stat,60228852,0,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe4_stat,/recommend/hive/algo.db/dm_country_registe4_stat,59337186,0,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe2_stat,/recommend/hive/algo.db/dm_country_registe2_stat,61576329,0,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe5_stat,/recommend/hive/algo.db/dm_country_registe5_stat,58744221,0,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe1_stat,/recommend/hive/algo.db/dm_country_registe1_stat,64045620,0,guoyishan,,guoyishan,hdfs,,,,
algo,app_ab_threshold_remain,/recommend/hive/algo.db/app_ab_threshold_remain,5509575,0,guoyishan,,guoyishan,hdfs,,,,
algo,dw_like_all_video_content,/recommend/hive/algo.db/dw_like_all_video_content,927264000,1.466,pengyijin2,,pengyijin2,hdfs,,,,
algo,dw_app_abtest_list,/recommend/hive/algo.db/dw_app_abtest_list,1376164608,13.876,guoyishan,,guoyishan,hdfs,,,,
algo,app_ab_threshold_act,/recommend/hive/algo.db/app_ab_threshold_act,13457934,0,guoyishan,,guoyishan,hdfs,,,,
algo,dw_video_cover_dynamic_orc,/recommend/hive/algo.db/dw_video_cover_dynamic_orc,-203813120,17.461,guoyishan,,guoyishan,hdfs,,,,
algo,rec_bigolive_abtest_domain_uv_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uv_d_orc,185392434,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_bean_all_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_bean_all_d_orc,317404347,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_follow_all_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_follow_all_d_orc,257630721,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_stay_all_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_stay_all_d_orc,335650011,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,bigo_like_video_comment,/recommend/hive/algo.db/bigo_like_video_comment,444777093,0,lijiankou,,lijiankou,hdfs,,,,
algo,india_states_geohash_p7,/recommend/hive/algo.db/india_states_geohash_p7,941103328,0.009,pengyijin2,,pengyijin2,hdfs,,,,
algo,india_state_city_geohash_p7,/recommend/hive/algo.db/india_state_city_geohash_p7,-1839286723,0.014,pengyijin2,,pengyijin2,hdfs,,,,
algo,web_tbl_user_client_info_all,/recommend/hive/algo.db/web_tbl_user_client_info_all,-1140319616,1.155,alg_stat,,alg_stat,hdfs,,,,
algo,bigo_like_video_click_displayed,/recommend/hive/algo.db/bigo_like_video_click_displayed,35993166,0,lijiankou,,lijiankou,hdfs,,,,
algo,india_state_info,/recommend/hive/algo.db/india_state_info,9234,0,guoyishan,,guoyishan,hdfs,,,,
algo,operator_push_tableau,/recommend/hive/algo.db/operator_push_tableau,245934621,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,india_state_city_v2,/recommend/hive/algo.db/india_state_city_v2,284487,0,pengyijin2,,pengyijin2,hdfs,,,,
algo,mau_uid,/recommend/hive/algo.db/mau_uid,-536045824,5.25,zhanghang,,zhanghang,hdfs,,,,
algo,rec_bigolive_abtest_domain_report_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_report_d_v2_orc,407676072,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_stay_h_v2_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_stay_h_v2_orc,497586080,0.004,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_report_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_report_h_orc,-1919120764,0.014,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,dm_push_msgtype208_remain1_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_remain1_abtest_v2,39396462,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_finished_playtimes_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_finished_playtimes_abtest_v2,-1501932712,0.003,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_dispclick_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_dispclick_abtest_v2,-886473226,0.003,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_dispclick_finishedvv_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_dispclick_finishedvv_abtest_v2,261594119,0.004,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_dispclick_finishedvv_hourtime_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_dispclick_finishedvv_hourtime_abtest_v2,2126784137,0.006,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,welog_popular_poster_dispatch_count,/recommend/hive/algo.db/welog_popular_poster_dispatch_count,1394807576,0.017,alg_stat,,alg_stat,hdfs,,,,
algo,rec_bigolive_abtest_domain_follow_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_follow_d_v2_orc,226013031,0,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,welog_tbl_video_event,/recommend/hive/algo.db/welog_tbl_video_event,13064058,0,jinzigang,,jinzigang,hdfs,,,,
algo,user_countrycode,/recommend/hive/algo.db/user_countrycode,-1517637888,1.475,jinzigang,,jinzigang,hdfs,,,,
algo,like_all_push_msgtype_contenttype_hourtime,/recommend/hive/algo.db/like_all_push_msgtype_contenttype_hourtime,321812949,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_all_push_msgtype_group_hourtime,/recommend/hive/algo.db/like_all_push_msgtype_group_hourtime,17213901,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_all_push_msgtype_hourtime,/recommend/hive/algo.db/like_all_push_msgtype_hourtime,77298153,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,rec_live_user_preference_country_v2_orc,/recommend/hive/algo.db/rec_live_user_preference_country_v2_orc,1157186112,0.501,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_preference_country_kv_v2_orc,/recommend/hive/algo.db/rec_live_user_preference_country_kv_v2_orc,-811187860,0.05,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,dm_hot_strategy_score_day,/recommend/hive/algo.db/dm_hot_strategy_score_day,20415303,0,guoyishan,,guoyishan,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_micklink_detail_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_micklink_detail_orc,-1401018880,0.116,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_tmp_d_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_tmp_d_orc,121441792,21.672,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,like_push_down_msgtype_hourtime,/recommend/hive/algo.db/like_push_down_msgtype_hourtime,76568673,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_push_down_msgtype_group_hourtime,/recommend/hive/algo.db/like_push_down_msgtype_group_hourtime,17165673,0,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,rec_bigolive_seed_neg_sample_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_neg_sample_d_v1_orc,410830848,18.016,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_d_orc,-2072590336,3.869,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_4d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_4d_orc,1101782272,13.353,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_7d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_7d_orc,-1630647552,22.018,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_0d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_0d_orc,470483840,4.239,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_2d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_2d_orc,420240768,7.196,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_pos_sample_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_pos_sample_d_v1_orc,322100480,1.446,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_staytime_feature_orc,/recommend/hive/algo.db/rec_bigolive_staytime_feature_orc,-179137941,0.035,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_miclink_feature_orc,/recommend/hive/algo.db/rec_bigolive_miclink_feature_orc,423410741,0.016,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_follow_feature_orc,/recommend/hive/algo.db/rec_bigolive_follow_feature_orc,1700125222,0.056,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_gift_feature_orc,/recommend/hive/algo.db/rec_bigolive_gift_feature_orc,-287778272,0.008,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_seed_neg_sample_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_neg_sample_d_v2_orc,-8749824,1.344,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,push_disp_click_all_dimension,/recommend/hive/algo.db/push_disp_click_all_dimension,688147979,0.075,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,push_click_play_all_dimension,/recommend/hive/algo.db/push_click_play_all_dimension,-791302241,0.019,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,push_disp_click_play_all_dimension,/recommend/hive/algo.db/push_disp_click_play_all_dimension,1591131522,0.025,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,rec_bigolive_seed_recall_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_recall_v1_orc,-83919360,10.879,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_pos_sample_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_pos_sample_d_v2_orc,441041472,0.364,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_d_v2_orc,-1759588992,3.034,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_d_v1_orc,-209262848,23.976,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_lr_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_lr_d_v2_orc,-1531147648,4.639,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_lr_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_lr_d_v1_orc,1513918464,10.025,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_score_recall_tmp_orc,/recommend/hive/algo.db/rec_bigolive_seed_score_recall_tmp_orc,-805801934,0.054,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_score_recall_kv_orc,/recommend/hive/algo.db/rec_bigolive_seed_score_recall_kv_orc,-1735954432,9.44,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_recall_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_recall_v1_orc,582088448,20.555,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,welog_popular_video_dispatch_count,/recommend/hive/algo.db/welog_popular_video_dispatch_count,1645946259,0.001,alg_stat,,alg_stat,hdfs,,,,
algo,bigolive_click_cnt_h_basic_orc,/recommend/hive/algo.db/bigolive_click_cnt_h_basic_orc,-1212616662,0.034,lixinqi,,lixinqi,hdfs,,,,
algo,rec_like_dispatch_orc,/recommend/hive/algo.db/rec_like_dispatch_orc,-1876964864,257.163,tangyun,,tangyun,hdfs,,day=yyyy-mm-dd,90,done
algo,operator_push_info_mid,/recommend/hive/algo.db/operator_push_info_mid,1152,0,wangtianyu,,wangtianyu,hdfs,,,,
algo,like_rec_video_stats,/recommend/hive/algo.db/like_rec_video_stats,1893916160,20.177,pengyijin2,,pengyijin2,hdfs,,day=yyyy-mm-dd,92,done
algo,geohash_dict,/recommend/hive/algo.db/geohash_dict,419616357,0,zhanghang,,zhanghang,hdfs,,,,
algo,dm_level_do_analysis_stat,/recommend/hive/algo.db/dm_level_do_analysis_stat,2123708807,0.006,guoyishan,,guoyishan,hdfs,,,,
algo,operator_push_user_day,/recommend/hive/algo.db/operator_push_user_day,-918858502,0.003,lihongqiang,,lihongqiang,hdfs,,,,
algo,welog_popular_video_dispatch_count_new,/recommend/hive/algo.db/welog_popular_video_dispatch_count_new,197462097,0,alg_stat,,alg_stat,hdfs,,,,
algo,dws_like_rec_event,/recommend/hive/algo.db/dws_like_rec_event,-283785216,64.047,pengyijin2,,pengyijin2,hdfs,,day=yyyy-mm-dd,30,done
algo,hedy_system_button1,/recommend/hive/algo.db/hedy_system_button1,852506874,0.059,xuxiaojiao,,xuxiaojiao,hdfs,,,,
algo,push_msgtype_country_uidxx_disp_click,/recommend/hive/algo.db/push_msgtype_country_uidxx_disp_click,2107550912,0.307,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,msgtype208_offical_msgid_send_disp_click,/recommend/hive/algo.db/msgtype208_offical_msgid_send_disp_click,1986640896,0.002,zhangyuhui,,zhangyuhui,hdfs,,,,
