库名,表名,路径,du B（不准确）,du TB,使用者,业务线,目录属主,目录属组,文件数量,分区格式,保留周期（天）,已配置TTL
algo,like_video_langdetect_comment_text_agg_pend_1,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_pend_1,975232596,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_comment_text_agg_pend_2,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_pend_2,117644622,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_comment_text_agg_pend_3,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_pend_3,55265154,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_comment_text_agg_pend_4,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_pend_4,28167438,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_comment_text_agg_pend_5,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_pend_5,3934752,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,rec_like_high_quality_video_count,/recommend/hive/algo.db/rec_like_high_quality_video_count,333375,0,alg_recall,,alg_recall,hdfs,,,,
algo,like_video_langdetect_comment_text_agg,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg,-2140332096,0.197,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_score_agg_debug,/recommend/hive/algo.db/like_video_langdetect_score_agg_debug,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_hashtag_info,/recommend/hive/algo.db/like_hashtag_info,1991217867,0.014,chenyichun,,chenyichun,hdfs,,,,
algo,like_video_langdetect_score_agg_3_pend,/recommend/hive/algo.db/like_video_langdetect_score_agg_3_pend,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_score_agg_1,/recommend/hive/algo.db/like_video_langdetect_score_agg_1,-1012865140,0.003,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_score_agg_2,/recommend/hive/algo.db/like_video_langdetect_score_agg_2,-948933784,0.003,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_score_agg_3,/recommend/hive/algo.db/like_video_langdetect_score_agg_3,692357792,0.005,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_score_agg_4,/recommend/hive/algo.db/like_video_langdetect_score_agg_4,1876167232,0.619,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_parse_20200302_backup,/recommend/hive/algo.db/like_video_comment_text_parse_20200302_backup,-572336128,2.707,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigo_likee_user_profile_self_check_result_tab,/recommend/hive/algo.db/bigo_likee_user_profile_self_check_result_tab,109257,0,changdebao,,changdebao,hdfs,,,,
algo,bigo_likee_user_profile_show_res_100_pm_test_new,/recommend/hive/algo.db/bigo_likee_user_profile_show_res_100_pm_test_new,1558563,0,changdebao,,changdebao,hdfs,,,,
algo,like_video_langdetect_comment_text_agg_debug,/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_debug,605126493,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,anchor_rfm_raw_score,/recommend/hive/algo.db/anchor_rfm_raw_score,364887405,0,youbin,,youbin,hdfs,,,,
algo,bigo_like_user_profile_dispatch_time_pre2,/recommend/hive/algo.db/bigo_like_user_profile_dispatch_time_pre2,-2028203716,0.002,taoriming,,taoriming,hdfs,,,,
algo,like_mdh_cold_start_excellent_video_v1,/recommend/hive/algo.db/like_mdh_cold_start_excellent_video_v1,59289,0,maidonghua,,maidonghua,hdfs,,,,
algo,like_mdh_cold_start_valid_video,/recommend/hive/algo.db/like_mdh_cold_start_valid_video,61116,0,maidonghua,,maidonghua,hdfs,,,,
algo,like_video_comment_text_langdetect_20200321_valid_backup,/recommend/hive/algo.db/like_video_comment_text_langdetect_20200321_valid_backup,-1733778816,1.936,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,chenwei_tmp_sample,/recommend/hive/algo.db/chenwei_tmp_sample,349650,0,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,chenwei_tmp_sample_small,/recommend/hive/algo.db/chenwei_tmp_sample_small,1246542,0,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_likee_user_profile_tag_tfidf_bayes,/recommend/hive/algo.db/bigo_likee_user_profile_tag_tfidf_bayes,-1526983808,1.553,lijiankou,,lijiankou,hdfs,,,,
algo,like_mdh_country_region_consumer_daily,/recommend/hive/algo.db/like_mdh_country_region_consumer_daily,2556,0,maidonghua,,maidonghua,hdfs,,,,
algo,anchor_scaled_feature_90days,/recommend/hive/algo.db/anchor_scaled_feature_90days,1893599112,0.002,youbin,,youbin,hdfs,,,,
algo,like_video_comment_text_parse_20200312_valid_backup,/recommend/hive/algo.db/like_video_comment_text_parse_20200312_valid_backup,1222311552,3.86,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigo_like_user_profile_age_gender_pred1,/recommend/hive/algo.db/bigo_like_user_profile_age_gender_pred1,209810868,0,taoriming,,taoriming,hdfs,,,,
algo,like_search_field_20191206_zxl,/recommend/hive/algo.db/like_search_field_20191206_zxl,459817600,0.098,zhangxilun,,zhangxilun,hdfs,,,,
algo,tag_tree_v3,/recommend/hive/algo.db/tag_tree_v3,3279,0,wangyou,,wangyou,hdfs,,,,
algo,bigolive_like_guess_aid_recall_by_language,/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_language,99830472,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigolive_tieba_sample_feature_dense_dnn_output_test,/recommend/hive/algo.db/bigolive_tieba_sample_feature_dense_dnn_output_test,3494709,0,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,like_search_field_es_response_europe_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_europe_20191206_zxl,-1690647349,0.002,zhangxilun,,zhangxilun,hdfs,,,,
algo,indigo_fs_textid_postid_tbl,/recommend/hive/algo.db/indigo_fs_textid_postid_tbl,371062710,0.024,lihongqiang,,lihongqiang,hdfs,,,,
algo,indigo_fs_textid_postid_score_tbl,/recommend/hive/algo.db/indigo_fs_textid_postid_score_tbl,129727557,0,lihongqiang,,lihongqiang,hdfs,,,,
algo,indigo_fs_postid_score_tbl,/recommend/hive/algo.db/indigo_fs_postid_score_tbl,5760318,0,lihongqiang,,lihongqiang,hdfs,,,,
algo,bigo_like_user_age_gender_feature_idx_ru1,/recommend/hive/algo.db/bigo_like_user_age_gender_feature_idx_ru1,-1964624222,0.018,taoriming,,taoriming,hdfs,,,,
algo,like_yoga_monthly_active_fans_level_detail,/recommend/hive/algo.db/like_yoga_monthly_active_fans_level_detail,,,huangyoujia,,huangyoujia,hdfs,,,,
algo,pengguoqiang_in_watch_lang_top10,/recommend/hive/algo.db/pengguoqiang_in_watch_lang_top10,-2091900679,0.002,pengguoqiang,,pengguoqiang,hdfs,,,,
algo,anchor_scaled_features,/recommend/hive/algo.db/anchor_scaled_features,969824760,0.001,youbin,,youbin,hdfs,,,,
algo,pengguoqiang_in_watch_lang_top10_days,/recommend/hive/algo.db/pengguoqiang_in_watch_lang_top10_days,600635200,0.196,pengguoqiang,,pengguoqiang,hdfs,,,,
algo,pengguoqiang_in_watch_lang_top10_tmp,/recommend/hive/algo.db/pengguoqiang_in_watch_lang_top10_tmp,1948307502,0.025,pengguoqiang,,pengguoqiang,hdfs,,,,
algo,like_yoga_poster_fans_uid,/recommend/hive/algo.db/like_yoga_poster_fans_uid,-917683385,0.03,huangyoujia,,huangyoujia,hdfs,,,,
algo,like_video_langdetect_merge,/recommend/hive/algo.db/like_video_langdetect_merge,1930210048,0.146,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_yoga_poster_fans_30_day,/recommend/hive/algo.db/like_yoga_poster_fans_30_day,1326359648,0.075,huangyoujia,,huangyoujia,hdfs,,,,
algo,like_video_langdetect_merge_full,/recommend/hive/algo.db/like_video_langdetect_merge_full,751191168,0.262,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_yoga_poster_fans_tag_vv_videocnt,/recommend/hive/algo.db/like_yoga_poster_fans_tag_vv_videocnt,,,huangyoujia,,huangyoujia,hdfs,,,,
algo,bigolive_like_guess_aid_recall_by_language_top,/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_language_top,6473340,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigo_like_hashtag_clustering_source,/recommend/hive/algo.db/bigo_like_hashtag_clustering_source,258827022,0,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_kmeans,/recommend/hive/algo.db/bigo_like_hashtag_clustering_kmeans,-1999931986,0.014,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_cluster_top,/recommend/hive/algo.db/bigo_like_hashtag_clustering_cluster_top,705306396,0.001,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_cluster_map,/recommend/hive/algo.db/bigo_like_hashtag_clustering_cluster_map,-1811630635,0.014,chenyichun,,chenyichun,hdfs,,,,
algo,bigolive_push_daily_hour_schedule,/recommend/hive/algo.db/bigolive_push_daily_hour_schedule,-949475275,0.003,liangjiabiao,,liangjiabiao,hdfs,,,,
algo,like_user_langdetect_msg_text_agg_20200514_old,/recommend/hive/algo.db/like_user_langdetect_msg_text_agg_20200514_old,1293514242,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_user_msg_text_agg_20200514_old,/recommend/hive/algo.db/like_user_langdetect_user_msg_text_agg_20200514_old,1116785262,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_title_text_agg_20200514_old,/recommend/hive/algo.db/like_user_langdetect_title_text_agg_20200514_old,756036042,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_ocr_text_agg_20200514_old,/recommend/hive/algo.db/like_user_langdetect_ocr_text_agg_20200514_old,1029603552,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_comment_text_agg_20200514_old,/recommend/hive/algo.db/like_user_langdetect_comment_text_agg_20200514_old,1728066588,0.002,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigolive_tieba_poster2post_d_orc,/recommend/hive/algo.db/bigolive_tieba_poster2post_d_orc,1424711841,0.001,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,like_search_field_20191206_zxl_test,/recommend/hive/algo.db/like_search_field_20191206_zxl_test,804844650,0.001,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_20191206_zxl_test_ori,/recommend/hive/algo.db/like_search_field_20191206_zxl_test_ori,696566970,0.001,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_europe_20191206_zxl_test_ori,/recommend/hive/algo.db/like_search_field_es_response_europe_20191206_zxl_test_ori,2110278,0,zhangxilun,,zhangxilun,hdfs,,,,
algo,bigolive_tieba_poster2post_d_tmp_orc,/recommend/hive/algo.db/bigolive_tieba_poster2post_d_tmp_orc,1379274864,0.001,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,bigo_likee_user_profile_tag_tfidf_bayes2,/recommend/hive/algo.db/bigo_likee_user_profile_tag_tfidf_bayes2,244577714,0.004,lijiankou,,lijiankou,hdfs,,,,
algo,bigo_likee_user_profile_tag_id_bayes3,/recommend/hive/algo.db/bigo_likee_user_profile_tag_id_bayes3,741639729,0.001,lijiankou,,lijiankou,hdfs,,,,
algo,like_search_field_es_response_europe_20191206_zxl_test,/recommend/hive/algo.db/like_search_field_es_response_europe_20191206_zxl_test,,,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_video_langdetect_score_agg_1_debug,/recommend/hive/algo.db/like_video_langdetect_score_agg_1_debug,1049337282,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_merge_debug,/recommend/hive/algo.db/like_video_langdetect_merge_debug,29949,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_merge_debug_full,/recommend/hive/algo.db/like_video_langdetect_merge_debug_full,62676,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigolive_tieba_prefer_poster_orc,/recommend/hive/algo.db/bigolive_tieba_prefer_poster_orc,-1439724544,0.151,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,like_search_field_es_response_america_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_america_20191206_zxl,2046100398,0.002,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_ptu_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_ptu_20191206_zxl,1566167199,0.001,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_spanish_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_spanish_20191206_zxl,698341838,0.005,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_idi_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_idi_20191206_zxl,-1651143053,0.006,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_india_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_india_20191206_zxl,308805276,0.012,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_russia_20191206_zxl,/recommend/hive/algo.db/like_search_field_es_response_russia_20191206_zxl,-1660351279,0.014,zhangxilun,,zhangxilun,hdfs,,,,
algo,bigolive_tieba_poster2poster_orc,/recommend/hive/algo.db/bigolive_tieba_poster2poster_orc,-623494912,5.554,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,hashtag_trending,/recommend/hive/algo.db/hashtag_trending,69658074,0,yangwenzhuo,,yangwenzhuo,hdfs,,,,
algo,bigolive_tieba_u2poster2poster2post_orc,/recommend/hive/algo.db/bigolive_tieba_u2poster2poster2post_orc,967515904,10.454,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,bigo_likee_user_profile_tag_v3,/recommend/hive/algo.db/bigo_likee_user_profile_tag_v3,-952110455,0.019,changdebao,,changdebao,hdfs,,,,
algo,bigolive_tieba_u2poster2poster2post_no_click_orc,/recommend/hive/algo.db/bigolive_tieba_u2poster2poster2post_no_click_orc,-1862680320,10.428,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,bigolive_tieba_u2poster2poster2post_kv_orc,/recommend/hive/algo.db/bigolive_tieba_u2poster2poster2post_kv_orc,97013504,3.227,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,skyzhang_pk_level_info_tmp,/recommend/hive/algo.db/skyzhang_pk_level_info_tmp,8033799,0,zhangzhuang,,zhangzhuang,hdfs,,,,
algo,skyzhang_pk_info_tmp,/recommend/hive/algo.db/skyzhang_pk_info_tmp,869649,0,zhangzhuang,,zhangzhuang,hdfs,,,,
algo,bigo_like_user_age_gender_feature_live_ru,/recommend/hive/algo.db/bigo_like_user_age_gender_feature_live_ru,96652803,0,taoriming,,taoriming,hdfs,,,,
algo,bigo_likee_user_profile_tag_id_bayes_40,/recommend/hive/algo.db/bigo_likee_user_profile_tag_id_bayes_40,-2136974695,0.002,lijiankou,,lijiankou,hdfs,,,,
algo,bigo_like_user_profile_exposure_time_pre,/recommend/hive/algo.db/bigo_like_user_profile_exposure_time_pre,-1928119819,0.002,taoriming,,taoriming,hdfs,,,,
algo,bigo_like_user_age_gender_feature_device_ru,/recommend/hive/algo.db/bigo_like_user_age_gender_feature_device_ru,410400162,0,taoriming,,taoriming,hdfs,,,,
algo,like_ysh_producer_day_level_detail_youhua,/recommend/hive/algo.db/like_ysh_producer_day_level_detail_youhua,-65418706,0.004,yaosuheng,,yaosuheng,hdfs,,,,
algo,like_ysh_producer_day_level,/recommend/hive/algo.db/like_ysh_producer_day_level,-524890201,0.003,yaosuheng,,yaosuheng,hdfs,,,,
algo,like_yoga_poster_fans_basic_information,/recommend/hive/algo.db/like_yoga_poster_fans_basic_information,1716105216,4.314,huangyoujia,,huangyoujia,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_small,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_small,388062348,0,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare_small,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare_small,238880652,0,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_likee_user_profile_chenwei_tmp_tag_sim_small,/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_tag_sim_small,3591789,0,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,like_yoga_poster_fans_basic_information_change,/recommend/hive/algo.db/like_yoga_poster_fans_basic_information_change,-848796672,4.323,huangyoujia,,huangyoujia,hdfs,,,,
algo,like_user_langdetect_combine_4_20200514_old,/recommend/hive/algo.db/like_user_langdetect_combine_4_20200514_old,-1564175506,0.002,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_combine_3_20200514_old,/recommend/hive/algo.db/like_user_langdetect_combine_3_20200514_old,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_combine_2_20200514_old,/recommend/hive/algo.db/like_user_langdetect_combine_2_20200514_old,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_user_langdetect_combine_1_20200514_old,/recommend/hive/algo.db/like_user_langdetect_combine_1_20200514_old,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigo_like_user_profile_age_label_ru,/recommend/hive/algo.db/bigo_like_user_profile_age_label_ru,76470639,0,taoriming,,taoriming,hdfs,,,,
algo,like_first_entrance_data_fill0,/recommend/hive/algo.db/like_first_entrance_data_fill0,404019,0,guoyishan,,guoyishan,hdfs,,,,
algo,like_first_entrance_data_sqoop,/recommend/hive/algo.db/like_first_entrance_data_sqoop,140442123,0,liyanli,,liyanli,hdfs,,,,
algo,bigo_likee_user_profile_all_tag_user_action,/recommend/hive/algo.db/bigo_likee_user_profile_all_tag_user_action,805106944,11.958,lijiankou,,lijiankou,hdfs,,,,
algo,like_user_langdetect_app_20200514_old,/recommend/hive/algo.db/like_user_langdetect_app_20200514_old,1552562690,0.005,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,tieba_embedding_viewer_follow_tmp,/recommend/hive/algo.db/tieba_embedding_viewer_follow_tmp,-858604880,0.03,zhangyongchi,,zhangyongchi,hdfs,,,,
algo,skyzhang_pk_level_info_tmp_1,/recommend/hive/algo.db/skyzhang_pk_level_info_tmp_1,9291003,0,zhangzhuang,,zhangzhuang,hdfs,,,,
algo,like_user_langdetect_app_compare,/recommend/hive/algo.db/like_user_langdetect_app_compare,820404435,0.001,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigo_likee_user_profile_show_uid_all,/recommend/hive/algo.db/bigo_likee_user_profile_show_uid_all,181242,0,changdebao,,changdebao,hdfs,,,,
algo,like_live_uid_abflag_orc,/recommend/hive/algo.db/like_live_uid_abflag_orc,-2074530681,0.033,zhangzonghan,,zhangzonghan,hdfs,,,,
algo,like_mdh_dedup_video_90days,/recommend/hive/algo.db/like_mdh_dedup_video_90days,-1276775107,0.026,maidonghua,,maidonghua,hdfs,,day=yyyy-mm-dd,7,done
algo,like_live_uid_refer_orc,/recommend/hive/algo.db/like_live_uid_refer_orc,-1881639314,0.053,zhangzonghan,,zhangzonghan,hdfs,,,,
algo,like_live_uid_scene_report_orc,/recommend/hive/algo.db/like_live_uid_scene_report_orc,342088468,0.043,zhangzonghan,,zhangzonghan,hdfs,,,,
algo,bigo_like_user_profile_video_hashtag_negatively_sort_tmp,/recommend/hive/algo.db/bigo_like_user_profile_video_hashtag_negatively_sort_tmp,-1303147162,0.003,changdebao,,changdebao,hdfs,,,,
algo,bigo_like_user_profile_video_hashtag_positively_sort_tmp,/recommend/hive/algo.db/bigo_like_user_profile_video_hashtag_positively_sort_tmp,1546435869,0.001,changdebao,,changdebao,hdfs,,,,
algo,bigo_like_hashtag_clustering_source_mide,/recommend/hive/algo.db/bigo_like_hashtag_clustering_source_mide,540581919,0,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_kmeans_mide,/recommend/hive/algo.db/bigo_like_hashtag_clustering_kmeans_mide,168553415,0.016,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_cluster_top_mide,/recommend/hive/algo.db/bigo_like_hashtag_clustering_cluster_top_mide,289114269,0,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_cluster_map_mide,/recommend/hive/algo.db/bigo_like_hashtag_clustering_cluster_map_mide,-133855262,0.019,chenyichun,,chenyichun,hdfs,,,,
algo,like_mdh_poster_mau_uid,/recommend/hive/algo.db/like_mdh_poster_mau_uid,881153408,0.497,maidonghua,,maidonghua,hdfs,,,,
algo,bigo_like_hashtag_clustering_source_idi,/recommend/hive/algo.db/bigo_like_hashtag_clustering_source_idi,1018655475,0.001,chenyichun,,chenyichun,hdfs,,,,
algo,like_mdh_poster_fans_mau,/recommend/hive/algo.db/like_mdh_poster_fans_mau,1759484160,1.134,maidonghua,,maidonghua,hdfs,,day=yyyy-mm-dd,365,done
algo,like_live_abflag_report_all_orc,/recommend/hive/algo.db/like_live_abflag_report_all_orc,1560492,0,zhangzonghan,,zhangzonghan,hdfs,,,,
algo,like_mdh_poster_fans_type_tmp,/recommend/hive/algo.db/like_mdh_poster_fans_type_tmp,-151350976,0.316,maidonghua,,maidonghua,hdfs,,,,
algo,bigo_like_hashtag_clustering_kmeans_idi,/recommend/hive/algo.db/bigo_like_hashtag_clustering_kmeans_idi,-1328574425,0.042,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_cluster_top_idi,/recommend/hive/algo.db/bigo_like_hashtag_clustering_cluster_top_idi,416139612,0,chenyichun,,chenyichun,hdfs,,,,
algo,bigo_like_hashtag_clustering_cluster_map_idi,/recommend/hive/algo.db/bigo_like_hashtag_clustering_cluster_map_idi,-1763550019,0.049,chenyichun,,chenyichun,hdfs,,,,
algo,bigolive_push_like_guess,/recommend/hive/algo.db/bigolive_push_like_guess,26812146,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigo_like_user_age_gender_age_label_ru,/recommend/hive/algo.db/bigo_like_user_age_gender_age_label_ru,36726537,0,taoriming,,taoriming,hdfs,,,,
algo,like_video_langdetect_merge_check_1,/recommend/hive/algo.db/like_video_langdetect_merge_check_1,30086499,0,hadoop,,hadoop,hdfs,,,,
algo,like_video_langdetect_merge_debug_2,/recommend/hive/algo.db/like_video_langdetect_merge_debug_2,16844487,0,hadoop,,hadoop,hdfs,,,,
algo,like_live_abflag_report_homepage_orc,/recommend/hive/algo.db/like_live_abflag_report_homepage_orc,1219470,0,zhangzonghan,,zhangzonghan,hdfs,,,,
algo,like_video_langdetect_merge_check_1_full,/recommend/hive/algo.db/like_video_langdetect_merge_check_1_full,52211499,0,hadoop,,hadoop,hdfs,,,,
algo,like_video_langdetect_merge_debug_2_full,/recommend/hive/algo.db/like_video_langdetect_merge_debug_2_full,29142438,0,hadoop,,hadoop,hdfs,,,,
algo,like_live_abflag_report_topfollow_orc,/recommend/hive/algo.db/like_live_abflag_report_topfollow_orc,1212774,0,zhangzonghan,,zhangzonghan,hdfs,,,,
algo,like_mdh_poster_mau_fans_type,/recommend/hive/algo.db/like_mdh_poster_mau_fans_type,1773373568,0.166,maidonghua,,maidonghua,hdfs,,,,
algo,bigolive_push_like_guess_v1,/recommend/hive/algo.db/bigolive_push_like_guess_v1,23209542,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigo_likee_male_ru_test,/recommend/hive/algo.db/bigo_likee_male_ru_test,4762920,0,taoriming,,taoriming,hdfs,,,,
algo,like_mdh_poster_mau_cnt,/recommend/hive/algo.db/like_mdh_poster_mau_cnt,635460,0,maidonghua,,maidonghua,hdfs,,,,
algo,like_mdh_poster_mau_fans_rate,/recommend/hive/algo.db/like_mdh_poster_mau_fans_rate,719652,0,maidonghua,,maidonghua,hdfs,,,,
algo,like_mdh_poster_mau_rate,/recommend/hive/algo.db/like_mdh_poster_mau_rate,746649,0,maidonghua,,maidonghua,hdfs,,,,
algo,bigo_likee_male_ru_test_min,/recommend/hive/algo.db/bigo_likee_male_ru_test_min,624081,0,taoriming,,taoriming,hdfs,,,,
algo,query_hive_3219161,/user/sunzhipeng/ppt猫搂?茅垄?,,,sunzhipeng,,,,,,,
algo,like_video_langdetect_language_20200316_backup,/recommend/hive/algo.db/like_video_langdetect_language_20200316_backup,3591,0,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigo_like_user_age_gender_age_label_ru2,/recommend/hive/algo.db/bigo_like_user_age_gender_age_label_ru2,48823287,0,taoriming,,taoriming,hdfs,,,,
algo,bigo_likee_user_profile_tag_tfidf_bayes_30,/recommend/hive/algo.db/bigo_likee_user_profile_tag_tfidf_bayes_30,1574614578,0.013,lijiankou,,lijiankou,hdfs,,,,
algo,bigo_like_user_age_gender_age_label_neg_ru2,/recommend/hive/algo.db/bigo_like_user_age_gender_age_label_neg_ru2,890715,0,taoriming,,taoriming,hdfs,,,,
algo,like_keyword_comment_text_20200312_backup,/recommend/hive/algo.db/like_keyword_comment_text_20200312_backup,1640194060,0.021,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_merge_score,/recommend/hive/algo.db/like_video_langdetect_merge_score,-1083299392,0.202,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_langdetect_merge_score_full,/recommend/hive/algo.db/like_video_langdetect_merge_score_full,429714432,0.325,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigo_kunlong_pysparktry,/recommend/hive/algo.db/bigo_kunlong_pysparktry,8178,0,chenkunlong,,chenkunlong,hdfs,,,,
algo,bigolive_push_like_guess_v2,/recommend/hive/algo.db/bigolive_push_like_guess_v2,8819475,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigo_kunlong_pysparktry_2,/recommend/hive/algo.db/bigo_kunlong_pysparktry_2,8136,0,chenkunlong,,chenkunlong,hdfs,,,,
algo,bigolive_push_like_guess_part12,/recommend/hive/algo.db/bigolive_push_like_guess_part12,2992137,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigolive_push_like_guess_v3,/recommend/hive/algo.db/bigolive_push_like_guess_v3,4665666,0,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,rec_live_xdl_sample_weight_orc,/recommend/hive/algo.db/rec_live_xdl_sample_weight_orc,-416656768,1.593,chenchengjia,,chenchengjia,hdfs,,,,
algo,like_mdh_user_region,/recommend/hive/algo.db/like_mdh_user_region,-1982300085,0.01,maidonghua,,maidonghua,hdfs,,,,
algo,bigolive_like_guess_aid_recall_by_area,/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_area,911504625,0.001,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigolive_like_guess_aid_recall_by_area_top,/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_area_top,970299027,0.001,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,bigo_likee_user_profile_tag_id_bayes_batch_tfidf_version,/recommend/hive/algo.db/bigo_likee_user_profile_tag_id_bayes_batch_tfidf_version,1041784896,0.095,lijiankou,,lijiankou,hdfs,,,,
algo,bigo_kunlong_pysparktry_3,/recommend/hive/algo.db/bigo_kunlong_pysparktry_3,8091,0,chenkunlong,,chenkunlong,hdfs,,,,
