/flume/bigolive/bigo_feature_log,3.6896E+15,3355.669128
/flume/bigo_ad/bigo_adx_dispatch,3.64023E+15,3310.774126
/flume/bigo_ad/bigo_ad_callback,3.29641E+15,2998.06389
/flume/like/like_feature_log_v4_new,1.9991E+15,1818.175121
/flume/bigo_ad/bigoad_dsp_gateway_dispatch,1.9728E+15,1794.250141
/flume/bigo_ad/bigo_ad_config_dispatch,1.47376E+15,1340.38095
/flume/bigo_ad/bigoad_dsp_gateway_dispatch_parquet_v1,1.09315E+15,994.2119618
/flume/bigo_ad/bigo_ad_callback_parquet_v1,7.60987E+14,692.1135158
/flume/bigo_ad/bigoad_dsp_gateway_dispatch_hour,5.88865E+14,535.569709
/flume/indigo/indigo_ws_feature_log,5.81628E+14,528.9880352
/flume/bigo_ad/bigo_adx_dispatch_parquet_v1,5.67941E+14,516.5391186
/flume/bigo_ad/bigo_ad_feature_log,5.43825E+14,494.606314
/flume/bigolive/bigo_audit_call_new,4.88045E+14,443.8743775
/flume/indigo/indigo_player_stat,4.75472E+14,432.4394859
/flume/like/like_live_feature_log,4.65987E+14,423.8126423
/flume/like/like_lbs_linked_step_stat,4.29191E+14,390.3469049
/flume/bigolive/bigo_user_location_collection,4.15713E+14,378.0891935
/flume/hellotalk/talk_show_user_event,3.95106E+14,359.3469718
/flume/indigo/indigo_live_link_session,3.92025E+14,356.5443562
/flume/indigo/indigo_adx_dispatch_http_1,3.38279E+14,307.6626459
/flume/bigolive/bigo_all_push,3.29397E+14,299.5847347
/flume/indigo/indigo_1v1_call_session,3.28894E+14,299.1277846
/flume/bigolive/bigo_lbs_user_acceptor_stat,3.13279E+14,284.9257391
/flume/bigo_ad/bigoad_dsp_winnotice,2.94633E+14,267.9670261
/flume/like/like_online_user_uversion_stat_platform,2.9263E+14,266.1457217
/flume/indigo/indigo_ad_config_dispatch_http_1,2.41133E+14,219.3094155
/flume/like/like_notify_user_exp_change,2.39246E+14,217.5929705
/flume/ludo/ludo_show_user_event,2.37823E+14,216.2987758
/flume/like/like_post_like,2.3692E+14,215.4772725
/flume/bigolive/bigo_push_ack_detail,2.36046E+14,214.6826162
/flume/bigolive/bigo_live_user_event,2.2228E+14,202.1624792
/flume/like/like_rerank_feature_log,1.99493E+14,181.4380233
/flume/bigolive/bigo_offline_push_res,1.86816E+14,169.9080951
/flume/like/like_live_link_session,1.851E+14,168.3475535
/flume/bigolive/bigo_common_push_info,1.74134E+14,158.3735494
/flume/indigo/indigo_proto_stat_report_v2,1.59254E+14,144.8407757
/flume/like/brec_push_aggregation_like,1.42713E+14,129.7971601
/flume/instatus/instatus_user_heartbeat_topic,1.38906E+14,126.3341208
/flume/indigo/indigo_feature_log_v4,1.36195E+14,123.8684269
/flume/bigolive/bigo_push_down_total_detail,1.30015E+14,118.2477841
/flume/bigolive/bigo_daily_report,1.23929E+14,112.7128916
/flume/bigolive/bigo_linkd_connection_stat,1.22256E+14,111.1909994
/flume/bigolive/live_sdk_video_stats_event_all,1.14882E+14,104.484843
/flume/bigo_ad/bigo_ad_config_dispatch_parquet_v1,1.13624E+14,103.3408583
/flume/bigolive/bigo_room_realtime_info,1.11142E+14,101.0832802
/flume/like/like_recom_video_cover,1.02318E+14,93.05726618
/flume/like/like_adx_dispatch,1.00493E+14,91.3980402
/flume/bigolive/bigo_lbs_linked_step_stat,9.24787E+13,84.10886008
/flume/bigolive/bigo_appsflyer_push,9.1079E+13,82.83585343
/flume/bigolive/audit_cost_statistic,9.09865E+13,82.75171206
/flume/indigo/indigo_daily_report,9.02413E+13,82.07399952
/flume/like/like_get_video_post_notify,8.94799E+13,81.38151483
/flume/bigolive/user_lbs,8.37478E+13,76.16813616
/flume/livelite/livelite_show_user_event,8.35774E+13,76.0132126
/flume/indigo/indigo_video_event_log,8.2946E+13,75.43894826
/flume/bigolive/bigo_online_user_uversion_stat_platform,8.13824E+13,74.01690429
/flume/bigolive/broom_user_live_action_info,7.70875E+13,70.11064493
/flume/like/like_activity_stats,7.4439E+13,67.7018976
/flume/like/video_algorithm_embedding_v2,7.31443E+13,66.52436956
/flume/bigolive/bigo_aprouter_net_stat,7.10608E+13,64.62942419
/flume/bigolive/bigo_web_event_stat,7.04089E+13,64.03656606
/flume/like/linkd_proto_stats_v2,6.89388E+13,62.69945384
/flume/bigolive/bigo_client_info,6.7787E+13,61.65193431
/flume/bigolive/bigo_audit_call,6.68357E+13,60.78672532
/flume/like/like_client_special_info,6.52631E+13,59.35648836
/flume/bigolive/event_statistic,6.31402E+13,57.42564426
/flume/like/like_sdk_video_stats_event_simplification,6.15824E+13,56.00885015
/flume/like/like_show_media_stat,6.15295E+13,55.96071941
/flume/common/sensitive_word_request_record,6.11325E+13,55.59966102
/flume/like/like_push_down_total_detail_64bit2,5.94279E+13,54.04938511
/flume/bigolive/live_sdk_audio_stats_event_all,5.80947E+13,52.83686029
/flume/bigolive/mlappfront_result,5.65095E+13,51.39508983
/flume/like/like_show_audience_stat,5.64553E+13,51.34576373
/flume/bigolive/zhixu_operator_log,5.62957E+13,51.20062181
/flume/bigo_ad/bigoad_dsp_tracker,5.53521E+13,50.34244882
/flume/like/like_push_down_total_detail_64bit1,5.53209E+13,50.31406145
/flume/like/like_show_room_base_stat,5.38204E+13,48.94939099
/flume/like/like_ad_config_dispatch,5.28349E+13,48.05310194
/flume/bigolive/bigolive_appsflyer_new_push,4.95509E+13,45.06631988
/flume/like/like_kickcause_info,4.92393E+13,44.7828811
/flume/livesdk/livesdk_show_user_event,4.78672E+13,43.53499502
/flume/bigolive/bigo_mic_link_session,4.71514E+13,42.88391573
/flume/bigolive/bigo_all_push_upstream,4.60451E+13,41.87773391
/flume/hellotalk/hello_realtime_room_participant,4.23726E+13,38.53764295
/flume/bigolive/bigo_gcm_delivery_receipt,4.03096E+13,36.66137827
/flume/bigo_ad/bigo_ad_feature_log_v2,3.98227E+13,36.21851216
/flume/bigolive/linkd_proto_http_stats,3.97064E+13,36.1127461
/flume/bigo_ad/bigo_ad_feature_log_v2_parquet_v1,3.38424E+13,30.77945094
/flume/ludo/ludo_proto_stat_report_v2,3.35978E+13,30.55699792
