目录,du B,du TB,目录属主,目录属组
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_get_started_mediate,193887801.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_uz,192049401.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_weekly_uz_0801,191919009.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_test8,191835591.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_0412,190891968.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_zhouhuo_uz_0728273,190623822.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_sendfloors_spread_day,188018313.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/device_version,187704351.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_wyf_interactive_songid,187632066.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_push_uid_country4,187597371.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mwy_community_voiceroom_day,186194031.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_pushawake_detail_day,186192702.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_callee_day,185806470.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_call_ab2_daily,185445234.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_uzzhouhuo0730,184526913.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/tmp_zhuangxiaoyi_20200204_uid,184124859.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_result_day,183677709.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_feed_ad_click_tmp,182905674.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_im_trace_recv_msg_flow,182778843.00,0,zhuhongyi,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_report_product_day,181312863.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_chain_time_mediate4_day,180686247.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_click_time,179669712.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_chain_time_mediate2_day,179414949.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_pkindau,179377782.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_premium_conversion_daily,178353258.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_lsf_premium_topic_resource_num_report,175702983.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/indigo_service_account_fans_dau,175001331.00,0,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_ksing_relationship_uid_action_rank,172278732.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigochannels_follow_active_day,171331647.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_activity_20200603,171000000.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zxy_world_detail_vv_day_country,169556481.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_im_profile_card_day,169042062.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/device_country,168960066.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_ru_0731,168655557.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_wyf_uid64_moment_day,168262554.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_app_in_user_stat_temp,167808933.00,0,guoyishan,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_moments_newold_retention_result_day,166550847.00,0,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_temp_out_active_uid,166222350.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_discover_yesterday_view_day,165712485.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_open_screen_active_retention_slice_base_daily,164300946.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_is_ready_stroy_stream2_beta_sdk0_daily,163681926.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_zhangxin_active_groupid_0528,162954732.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0624ru,162950010.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_moments_opt_day_by_content_type,162355428.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_last_getentry_all_id_all_like_feeds,162049551.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_song_tab_expose_record_day,161703537.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_dau_daily,161438274.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_bd_guofusing,160056198.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_bd_guofusin,160025979.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0626,159939675.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_detail_vv_day_is_new,159813750.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_0728_ru,159653652.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_out_push_uid2,159337236.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_story_view_day,159037440.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_rh2,158843670.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/tmp_feeds_stable_uid,158168958.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_living_pv_basic_data,157630089.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_ad_ios_report_day,157371873.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_imo_likee_vv_day,156664758.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_ru_0728,156626493.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_imo_out_buy_uid_actions,155377821.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_share_to_story_contact_moment,155203380.00,0,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_hxy_tone_funnel_day,154828422.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/feed_push_imo_server_ready_xiafa_day_hour,154537200.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/day_initial_add,154482789.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_search_result,154281699.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_file_in_user_stat,153907431.00,0,guoyishan,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhangxin8_temp_creategroup,153336378.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_im_trace_text_send_flow,152693733.00,0,zhuhongyi,hdfs
/data/hive/indigo_mediate_tb.db/imo_subscription_subscriber_remain_1,152661879.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_lsf_notification_effect_report,152303064.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_av_lite_abtest2930_day,152283720.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_foundation_abtest_key_indicator_stat_day,151828026.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_world_strategy_detail_day,151297116.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/tbl_ad_post_uid_stats_day,151058463.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0710,150784821.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_imo_out_call_module,150593232.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_medal0831,150318855.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_ryo_community_overall_day,150252438.00,0,huangrui.ryo,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_creategroup_sa,150244920.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_create91group_pos,150232416.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0901_ru,150214467.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_libining_0901,150209016.00,0,libining,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_rh2,150098289.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_rh,150083400.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/imo_subscription_subscriber_remain_3,150028719.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/temp_shirin_creategroup_pos,149746845.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/ksing_singer_imoroom_uid_detail_day,148829430.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_onekey_share_channel_report,148673298.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/temp_lrk_20190908_uid_grouprecommend,148669386.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_dau_day_hour_all,148327416.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/temp_zouyunyao_ae_rihuo,148058133.00,0,zouyunyao,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_create_group,148032330.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_creategroup_pos,148004769.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang1_creategroup_pos,147942936.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0828,147932877.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_zhilin1_creategroup_pos,147917811.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_yunying1_creategroup_pos,147911832.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_groups,147900267.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_pay_order_accum_tmp,147887496.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_mau_20200524,147274404.00,0,zhoufei.estrella,hdfs
/data/hive/indigo_mediate_tb.db/indigo_im_trace_recv_msg_error_info,147202623.00,0,zhuhongyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_weather_webview_data_report,146590497.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/temp_yunying_creategroup_pos,146319825.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_creategroup0901_pos,146317035.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_creategroup91_pos,146279340.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_create0901group_pos,146264025.00,0,liuziqiang,hdfs
/data/hive/indigo_mediate_tb.db/imo_likee_producer_list,146261178.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/newold_user_movieshow,145168641.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_imo_if_has_likee_retention_day,144807852.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_audience_retention_daily,144797895.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/imo_subscription_subscriber_remain_7,144240108.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_share_to_contact,143683365.00,0,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_t3,143297310.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_retention_result_1,143173794.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_content_consume_report_by_source,142961166.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_feed_entry_retention_day,142898130.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zbh1,142457463.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_session_top_abtest_day,142373235.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_anti_haras_call_buddy_pv_day,142243197.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zbh,141555132.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina25,140316390.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0526,140311254.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_sdk_dau_stable_daily,139753914.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_new_remain_rate,138812976.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_chain_time_mediate5_day,138590781.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_ab2_talk_time_daily,138302826.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_consume_tmp02,137985678.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_link_retention_day,136705149.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_feeds_entry_retention_day,136625304.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_retention_1,136365372.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_analysis_daily_show_click,136059438.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_producer_proportion,135488061.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/temp_zouyunyao_eg_zhoubuhuo,135142683.00,0,zouyunyao,hdfs
/data/hive/indigo_mediate_tb.db/imo_subscription_push_oujiaying_report,133926411.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ip_city_uz,132543690.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_lang_test_export,132372852.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_im_profile_card_relation_day,131080488.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_hxy_push_report_hour,130986291.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_share_to_story,130743801.00,0,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zbh5,129318744.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zbh6,128507091.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_uz_0731,128025354.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_for_history,127865412.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_retention,127809051.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_chatroom_recharge_day,127698384.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_dau_change_day,127336002.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_im_chat_search_day,127150662.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_privacy_setting_day,126989196.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_lang_retention_day,126619569.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_chain_time_mediate3_day,126388920.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_wangyuhao_eg_rh,126253011.00,0,wangyuhao,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_av_lite_abtest28_day,125672754.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina_uz0731,125266599.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_spider_consume_daily,124870497.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_groupweek0518,124124820.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_wangyuhao_eg_rh1,123766233.00,0,wangyuhao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imolive_enter_anchor,123637260.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_imozone_forum_view_opt_day,123574650.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_link_ab_overall,123536514.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_libining_0908,123371559.00,0,libining,hdfs
/data/hive/indigo_mediate_tb.db/temp_libining_0907,123371559.00,0,libining,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_level_permeability_dau_bg,123318711.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_viewer_retention_result_day,122928795.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_consume_tmp03,121882941.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_hst_party_join_suc_day,121662705.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/wf_jiangjing_av_call_people_month,121225905.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_testqa,121074996.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_im_home_search_day,120939306.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_zh4,120864903.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_story_stream_daily,120815280.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_zh1,120130983.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_zh,120126243.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_zh2,120045741.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zxy_world_detail_vv_day_client_version,119907162.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_feed_stream_daily,119313192.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_send_floors_day,118923768.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_wyf_dau_day,118066239.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_for_week2,117685164.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_registrations_change_day,117611919.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_ab2_dau_daily,117264699.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_dausubscribe_20200525,115582068.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_offical_transferout_group_list,114429372.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zbh11,114409347.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_start_call_netstate_day,113954682.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/imo_plus_users,113387151.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_detail_vv_day_refer_sharing,112419456.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_push_uid_country3,112228530.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_userid_first_push_report_day,111839871.00,0,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_push_open_imo_day,111328704.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_sa_zbh11,111307518.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_sa_zbh12,110431920.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zbh10,110419560.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_detail_vv_day_source,110279736.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jj_produce_uid_tmp,110246208.00,0,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_hxy_push_seqid_all3day,109796781.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day11,109598103.00,0,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lsf_pray_daka_scene_report,109132992.00,0,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_moments_dau,108765315.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zxy_tmp_worldfeed_uid_vv_day,108458187.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_imo_out_buy_uids_call,107926878.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/dm_msg_type_rate,107904228.00,0,guoyishan,hdfs
/data/hive/indigo_mediate_tb.db/indigo_ryo_party_join_rate_day,107884233.00,0,huangrui.ryo,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ip_city_ir,107714121.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_im_trace_text_send_error_info,107613120.00,0,zhuhongyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_0801day,107280618.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/temp_dina0828uz,107036880.00,0,duanyingjie,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_call_ab_daily,106041975.00,0,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_imozone_newold_retention_all_result_day,104718072.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_vapour_20191124_new_chat_old,104704782.00,0,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_imozone_joindetail_day,104680056.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_chain_time_mediate6_day,104676810.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_rh1,104663292.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zh5,104418123.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_test4,103887756.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_push1,103663017.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_push,103661313.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_push_uid_0420,103551894.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bd_nianzhong,103184430.00,0,kangchenxiao,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_rh,103068315.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zh1,102476307.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zh2,101661726.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/temp_louyimei_iq_zh,101660112.00,0,louyimei,hdfs
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_overall_day,101534901.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_taskcenter_checkin_day,101416812.00,0,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imozone_view_day,100789566.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_zouyunyao_sa_fitrzhoubuhuo,99944400.00,0,zouyunyao,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_anti_haras_add_buddy_day,99371451.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_imo_out_buy_uids,99206241.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_0727day5,99038733.00,0,fengxiashu,hdfs
/data/hive/indigo_mediate_tb.db/imo_likee_producer_info,98590278.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_call_completing_rate_day,98357292.00,0,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/imo_lost_call_push_data_v2,98181729.00,0,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/tmp_zhangxin8_testlive_20191209,98137068.00,0,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/ksing_app_wyf_interactive_report_day,97867101.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_detail_consume_retention_day,97645452.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_pannel_gif,97533297.00,0,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/feed_push_monitor_day,96851214.00,0,oujiaying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_ksing_imouid_bag_month_tmp,96639732.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_push_retention_report_day,95765877.00,0,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zxy_world_product_uid_potential_day,95433648.00,0,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_version_function_day,95248017.00,0,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_chatroom_whole_day,95238417.00,0,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_tesae,94848246.00,0,panzhilin1,hdfs
/data/hive/indigo_mediate_tb.db/temp_uz_nozhouhuoyue_0730,94489572.00,0,duanyingjie,hdfs
