目录,du B,du TB,目录属主,目录属组
/user/hive/warehouse/sytest3,192.00,0,sunyan,hadoop
/user/hive/warehouse/sytest1,162.00,0,sunyan,hadoop
/user/hive/warehouse/sytest2,162.00,0,sunyan,hadoop
/user/hive/warehouse/like_user_event_0201001_zhz,138.00,0,zhaohuizhu,hadoop
/user/hive/warehouse/persons,99.00,0,zouying,hadoop
/user/hive/warehouse/bigolive_yty_area_whitelist_filter_01,96.00,0,yutianyu,hadoop
/user/hive/warehouse/video,57.00,0,zhuoxueteng,hadoop
/user/hive/warehouse/test_udf1,51.00,0,wangqian8,hadoop
/user/hive/warehouse/test_data,36.00,0,liuhaidong,hadoop
/user/hive/warehouse/employee2,18.00,0,guopeng,hadoop
/user/hive/warehouse/liufengrong_follow_event,12.00,0,hadoop,hadoop
/user/hive/warehouse/algo_ad.db/ad_desc_category,-919040993.00,0.007,haoming,hadoop
/user/hive/warehouse/algo_ad.db/ad_feature_stats,65498130.00,0,elon,hadoop
/user/hive/warehouse/algo_ad.db/ad_google_play_tag,11919984.00,0,haoming,hadoop
/user/hive/warehouse/algo_ad.db/adn_label_total_daliy,625628373.00,0.001,haoming,hadoop
/user/hive/warehouse/algo_ad.db/adn_tag_0629,1480014848.00,2.391,haoming,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_app_info_snapshot,578398208.00,5.185,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_app_info_snapshot_test,971111936.00,0.133,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_dmp_country,5688.00,0,nixiaorui,hdfs
/user/hive/warehouse/algo_ad.db/bigo_ad_game_user_conversion_v0,7094559.00,0,zhanghan,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_gameuser_all_region,-1127454815.00,0.007,haoming,hdfs
/user/hive/warehouse/algo_ad.db/bigo_ad_gameuser_ind,-570291710.00,0.007,haoming,hdfs
/user/hive/warehouse/algo_ad.db/bigo_ad_likee_grameuser,-234618080.00,0.019,haoming,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_likee_grameuser_onelevel,1086210048.00,0.145,haoming,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_rip_location_map,-806140928.00,0.461,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_rip_location_map_test,529239824.00,0.004,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_interest_snapshot,760082120.00,0.005,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_profile,1976838601.00,0.021,elon,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_profile_age_gender,1939504848.00,0.025,elon,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_profile_age_gender_with_imo,-502633472.00,7.45,yangxuan2,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_all_origin_snapshot,-1250089984.00,6.56,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_all_origin_snapshot_test,-374182400.00,0.097,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_filter_map_snapshot,667787264.00,1.53,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_origin_snapshot,-1673054208.00,13.383,guoyu,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_sdk_request,1265526141.00,0.001,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_workflow_monitor,1966476.00,0,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_ad_user_tag_workflow_monitor_test,1392300.00,0,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_crm_cost_back,-1639295060.00,0.006,ganyaobin,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_gain_hbding_next,1107194880.00,0.86,chenguyue,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_gain_patch,107635560.00,0,chenguyue,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_gateway_back,1812681728.00,0.322,ganyaobin,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_gd_cpm,19394172.00,0,ganyaobin,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_gd_cpt,23597220.00,0,ganyaobin,hadoop
/user/hive/warehouse/algo_ad.db/bigo_dsp_winnotice_back,712498910.00,0.028,ganyaobin,hadoop
/user/hive/warehouse/algo_ad.db/bigoad_dsp_gain,-786972672.00,3.35,chenguyue,hadoop
/user/hive/warehouse/algo_ad.db/bigoad_dsp_gain_tmp,411457520.00,0.004,renhantao,hadoop
/user/hive/warehouse/algo_ad.db/callback_gaid_category,26178.00,0,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/contry_tab,639.00,0,nixiaorui,hadoop
/user/hive/warehouse/algo_ad.db/dmp_ecommecail_daliy,-1506704670.00,0.01,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_ecommecail_user_daliy,1157521920.00,0.899,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_game_ar_daliy,905622357.00,0.001,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_game_daliy,1041725187.00,0.013,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_game_user_daliy,-892805120.00,0.858,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_game_user_impression_5_daliy,1214114274.00,0.013,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_gameuser_ar_daliy,247965549.00,0,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_socialmedia_daliy,1716314410.00,0.009,haoming,hadoop
/user/hive/warehouse/algo_ad.db/dmp_socialmedia_user_daliy,-36337152.00,0.437,haoming,hadoop
/user/hive/warehouse/algo_ad.db/ecommecail_user_app_install_daily,1488450841.00,0.044,haoming,hadoop
/user/hive/warehouse/algo_ad.db/entertainment_video_user_app_install_1st_daily,1242967796.00,0.064,haoming,hadoop
/user/hive/warehouse/algo_ad.db/entertainment_video_user_app_install_2nd_daily,1324030946.00,0.064,haoming,hadoop
/user/hive/warehouse/algo_ad.db/financial_management_user_app_install_daily,-1414643420.00,0.065,haoming,hadoop
/user/hive/warehouse/algo_ad.db/gaid_country_likee_imo,837854011.00,0.032,haoming,hadoop
/user/hive/warehouse/algo_ad.db/gaid_country_likee_imo_live,-259084288.00,0.109,haoming,hdfs
/user/hive/warehouse/algo_ad.db/game_user_app_install_daily,-1669149696.00,0.1,haoming,hadoop
/user/hive/warehouse/algo_ad.db/game_user_app_install_one_daily,-117554245.00,0.004,haoming,hadoop
/user/hive/warehouse/algo_ad.db/google_play_package_category,34618683.00,0,liangchaoliang,hadoop
/user/hive/warehouse/algo_ad.db/imo_user_age_raw,1093502823.00,0.013,elon,hadoop
/user/hive/warehouse/algo_ad.db/imo_user_gender_raw,948724609.00,0.02,elon,hadoop
/user/hive/warehouse/algo_ad.db/likee_user_age_gender_label,657636801.00,0.001,elon,hadoop
/user/hive/warehouse/algo_ad.db/tmp,6588.00,0,nixiaorui,hdfs
/user/hive/warehouse/algo_cv.db/ckb_cv_tags_agt_stream_new_daily,194080665.00,0.07,chenkaibing,hadoop
/user/hive/warehouse/algo_cv.db/cv_tags_agt_ru_2020_02,201230211.00,0,liangzhujin,hdfs
/user/hive/warehouse/algo_cv.db/cv_tags_agt_ru_2020_02_datas_limit_20,-1474610260.00,0.014,liangzhujin,hdfs
/user/hive/warehouse/algo_cv.db/cv_tags_agt_stream_new_daily,1726471680.00,0.178,liangzhujin,hadoop
/user/hive/warehouse/algo_cv.db/cv_tags_daily_videos_by_tag_report,29640.00,0,liangzhujin,hadoop
/user/hive/warehouse/algo_cv.db/cv_tags_ru_age,443478.00,0,liangzhujin,hadoop
/user/hive/warehouse/algo_cv.db/cv_tags_ru_new_daily_20200303,-2143986176.00,0.119,liangzhujin,hadoop
/user/hive/warehouse/algo_cv.db/wf_lwq_likee_daily_tag,15400911.00,0,liuwenqi,hadoop
/user/hive/warehouse/algo_cv.db/wf_lwq_likee_daily_tag_by_regions,562077.00,0,liuwenqi,hadoop
/user/hive/warehouse/algo_cv.db/wf_lzj_likee_daily_tag,1301247.00,0,liangzhujin,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/like_app_user_new_all_orc,-906795008.00,0.382,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/like_app_user_new_all_orc_orc_tmp,-1906795008.00,0.381,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/like_low_quality_short_vedio,-1694083839.00,0.022,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/like_low_quality_short_vedio_orc_tmp,-1731161775.00,0.022,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/tbl_uid_region_orc,-1945010484.00,0.022,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/tbl_uid_region_orc_orc_tmp,-1957135842.00,0.022,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/tbl_video_reward_order_orc,13123665.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/tbl_video_reward_order_orc_orc_tmp,13080441.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/tbl_video_user_logo_info_orc,213661890.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/tbl_video_user_logo_info_orc_orc_tmp,213610140.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/third_party_user_orc,-1374182400.00,0.096,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/third_party_user_orc_orc_tmp,1920784896.00,0.096,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/user_device_token_orc,-381631488.00,0.402,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/user_device_token_orc_orc_tmp,-381631488.00,0.402,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_device_portrait_orc,1151352879.00,0.001,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_device_portrait_orc_orc_tmp,1151351121.00,0.001,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_kol_reward_order_orc,13281228.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_kol_reward_order_orc_orc_tmp,13235007.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_kol_reward_rec_orc,19823841.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_kol_reward_rec_orc_orc_tmp,19780314.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_user_client_info_all,1337845248.00,0.341,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_user_client_info_all_orc_tmp,-1669603840.00,0.643,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_user_ex_orc,-556332516.00,0.023,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/welog_tbl_user_ex_orc_orc_tmp,-680325066.00,0.023,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/withdraw_bean_order_orc,435760665.00,0,hadoop,hadoop
/user/hive/warehouse/bdp_binlog_merged.db/withdraw_bean_order_orc_orc_tmp,435760665.00,0,hadoop,hadoop
/user/hive/warehouse/bigo_ad.db/bigoad_dmp_profile_app_test,4953810.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_kpi_stat,345303.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_kpi_stat_new,340842.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_register_uid,321891219.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_register_uid_old,59279040.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_shower_uid,589812.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_stat,2714364.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_viewer_uid,453740697.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/abtest_viewer_valid_view,-1536778888.00,0.003,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_anchor_party_apply_orc,3490200.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_anchor_party_apply_orc_tmp,3430860.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_family_orc,5338614.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_family_orc_tmp,5316729.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_grabspace_user_car_orc,-230477287.00,0.004,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_grabspace_user_car_orc_tmp,-235468147.00,0.004,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_grabspace_user_info_orc,58721499.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_grabspace_user_info_orc_tmp,58721499.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_grabspace_user_prop_orc,1218151137.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/act_grabspace_user_prop_orc_tmp,608633355.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/active_uid_tmp,3300.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/active_uid_tmp_0,1650.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/active_uid_tmp_1,1650.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/airwallex_withdraw_order_m_orc,23200074.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/airwallex_withdraw_order_m_orc_tmp,23200074.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_ctid_contacts_orc,-1928233984.00,0.209,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_ctid_contacts_orc_tmp,71766016.00,0.211,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_ctid_contacts_orc_tmp2_remove,-642532352.00,2.686,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_ctid_friends_orc,-374182400.00,0.097,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_ctid_friends_orc_tmp,-374182400.00,0.097,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_deviceid_ctid_orc,1111155717.00,0.013,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_60_uid_deviceid_ctid_orc_tmp,1108451256.00,0.013,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_user_new_orc,-1634174976.00,1.289,hadoop,hadoop
/user/hive/warehouse/bigolive.db/app_user_new_orc_tmp,-1634174976.00,1.288,hadoop,hadoop
/user/hive/warehouse/bigolive.db/audit_cost_statistic_parquet,-27885568.00,24.713,hadoop,hadoop
/user/hive/warehouse/bigolive.db/beans_event,15969.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_audit_call_new_parquet,-416677888.00,145.611,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_ip_city_info,-1431156199.00,0.003,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_linkd_connection_stat_orc,-1919234048.00,49.691,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_linkd_sumtime_tmp,970461.00,0,maweijian,hadoop
/user/hive/warehouse/bigolive.db/bigo_pss_web_proxy_comm_stat_orc,1437181235.00,0.005,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_show_user_event_orc,-213557248.00,805.379,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_show_user_event_orc_tmp,-575944704.00,0.484,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_show_user_event_orc_tmp2,-1374182400.00,0.096,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_uid_sid_info_orc,-591180805.00,0.015,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_uid_sid_info_tmp_orc,616887715.00,0.032,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigo_video_audit_result_hive_orc,-717023232.00,5.732,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_audience_stats_orc,-152969216.00,79.649,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_imact_ip,1315497984.00,1.252,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_imactive_users_month,-736538626.00,0.003,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_media_stats_orc,1496186880.00,17.47,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_owner_stats_orc,-1381631488.00,0.401,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_owner_stats_tmp,1107955821.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_pay_order_check_detail_orc,-536038291.00,0.015,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_pay_order_check_detail_orc_bak,-525726685.00,0.015,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bigolive_pay_order_check_detail_orc_tmp,-536243269.00,0.015,hadoop,hadoop
/user/hive/warehouse/bigolive.db/biu_eachother_orc,-1422803473.00,0.003,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bles_user_vmoney_info_orc,500789124.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/bles_user_vmoney_info_orc_tmp,497800350.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/block_show_notice_orc,381798231.00,0.012,hadoop,hadoop
/user/hive/warehouse/bigolive.db/block_show_notice_orc_tmp,379276818.00,0.012,hadoop,hadoop
/user/hive/warehouse/bigolive.db/charger_task_process_m_orc,1750512444.00,0.002,hadoop,hadoop
/user/hive/warehouse/bigolive.db/charger_task_process_m_orc_tmp,1702825326.00,0.002,hadoop,hadoop
/user/hive/warehouse/bigolive.db/city_geo,85556436.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/client_normal_info_orc,-577761280.00,2.651,hadoop,hadoop
/user/hive/warehouse/bigolive.db/client_offline_push_static_orc,623092736.00,3.352,hadoop,hadoop
/user/hive/warehouse/bigolive.db/client_offline_push_static_orc_tmp,1340729006.00,0.029,hadoop,hadoop
/user/hive/warehouse/bigolive.db/client_special_info_orc,-1375090688.00,1.186,hadoop,hadoop
/user/hive/warehouse/bigolive.db/coin_exchange_diamond_orc,1372593492.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/coin_exchange_diamond_orc_tmp,1365739047.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/country_beans_stat,728454.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/country_enter_stat,4241958.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/country_exposure_stat,1876986.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/country_follow_stat,1148643.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/country_kpi_stat,14143446.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/country_message_stat,3591903.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/country_stay_stat,2400369.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/cover_remind_record,1926833426.00,0.006,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/daily_act_dev_orc,1365370880.00,1.836,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_act_stats_orc,80850.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_act_stats_text,253164.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_act_uid_orc,24774597.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_new_dev_orc,920784896.00,0.094,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_new_dev_unique_orc,1573872254.00,0.052,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_new_dev_ver_orc,370251271.00,0.078,hadoop,hadoop
/user/hive/warehouse/bigolive.db/daily_new_dev_ver_unique_orc,-1069031405.00,0.042,hadoop,hadoop
/user/hive/warehouse/bigolive.db/enterroom_event,1038237.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/enterroom_event_message,1119687.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/enterroom_event_message_beans,1208187.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/enterroom_event_message_beans_follow,1286706.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ew_dev_insall_again_include_uid_occur_rank_1226_3,-1997276848.00,0.002,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ew_dev_insall_again_include_uid_occur_rank_1226_3_1,1608446986.00,0.009,hadoop,hadoop
/user/hive/warehouse/bigolive.db/explore_conversion,83991294.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/explore_enter_stat,22436838.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/explore_stay_stat,1575267.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/explore_viewer,567210426.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/female_uid_1115_tmp,1867404.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/female_uid_1122_tmp,9244140.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ff_beans_uid,918906.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ff_diamond_uid,1262436.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info,1249989054.00,0.013,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info1,1416166194.00,0.013,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info20180828,1362537207.00,0.013,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info20181109,990742799.00,0.017,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info20181218,-313527320.00,0.019,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info20190522,-1353447050.00,0.018,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info20190710,-1035830919.00,0.022,hadoop,hadoop
/user/hive/warehouse/bigolive.db/file_info20190711,-644631681.00,0.023,hadoop,hadoop
/user/hive/warehouse/bigolive.db/follow_eachother_1,1067195292.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/follow_eachother_2,1013923554.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/follow_eachother_20161031,1555156444.00,0.08,hadoop,hadoop
/user/hive/warehouse/bigolive.db/follow_event,163746.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/get_country_uid,6105.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/guinness_record_orc,146364.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/guinness_record_orc_tmp,24939.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/hive_table_rownum_size,2469.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/homepage_viewer,757792431.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ia_oss_recovery_order_orc,3640053.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ia_oss_recovery_order_orc_tmp,3567186.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ia_oss_recovery_summary_orc,807447.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ia_oss_recovery_summary_orc_tmp,742287.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/imactive_all_users_static_tbl_orc,-1447477674.00,0.034,hadoop,hadoop
/user/hive/warehouse/bigolive.db/imactive_all_users_static_tbl_tmp,584891997.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/imactive_users_static_tbl_orc,-1305148515.00,0.022,hadoop,hadoop
/user/hive/warehouse/bigolive.db/imactive_users_static_tbl_tmp,303334743.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ip2code,9041967.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/ip2code_trans,5230374.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/kpi_stat,286191.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/kpi_stat_all,43259115.00,0,zhanghang,hadoop
/user/hive/warehouse/bigolive.db/kpi_stat_new,282150.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/listtab_enter_event_orc,1366733312.00,0.208,hadoop,hadoop
/user/hive/warehouse/bigolive.db/listtab_exposure_event_orc,1668695552.00,0.443,hadoop,hadoop
/user/hive/warehouse/bigolive.db/live_oss_tbl_game_contract_anchor_orc,3335244.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/live_oss_tbl_game_contract_anchor_orc_tmp,3335244.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/mcc_mnc_operator,118008.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/mcc_mnc_operator_v2,210006.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/mcc2code,4704.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/message_event,985059.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/nbl_diamonds_return_orc,993668736.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/nbl_diamonds_return_orc_tmp,988852068.00,0.001,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_dev_insall_again_include_deviceid_1226_3,-551243860.00,0.003,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_dev_insall_again_include_real_uid_1226_3,588432227.00,0.004,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_dev_insall_again_include_uid_1226_2,32630679.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_dev_insall_again_include_uid_1226_3,-2105176687.00,0.002,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_device_hdid_all_orc,-451691405.00,0.089,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_device_hdid_all_orc_tmp,-1296084155.00,0.042,hadoop,hadoop
/user/hive/warehouse/bigolive.db/new_device_hdid_hour_orc,-1799179711.00,0.037,hadoop,hadoop
/user/hive/warehouse/bigolive.db/paytm_withdraw_order_orc,832908.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/paytm_withdraw_order_orc_tmp,832908.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/platform_withdraw_order_orc,39083304.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/platform_withdraw_order_orc_tmp,35659089.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/quality_stats,-1014898176.00,0.609,hadoop,hadoop
/user/hive/warehouse/bigolive.db/server_lost_bak,1856927835.00,0.013,hadoop,hadoop
/user/hive/warehouse/bigolive.db/server_offline_push_static_orc,411887616.00,40.846,hadoop,hadoop
/user/hive/warehouse/bigolive.db/share_all_tools_orc,10344.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/share_all_tools_orc_tmp,10722.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/share_all_tools_order_m_orc,270906.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/share_all_tools_order_m_orc_tmp,269412.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/shower_all_data,215566995.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/shower_all_data_id,109033917.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/shower_all_data_normal,362027496.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/shower_cluster,22778775.00,0,hadoop,hadoop
/user/hive/warehouse/bigolive.db/shower_exposure,652566744.00,0.001,zhanghang,hadoop
