目录,du B,du TB,文件数量,分区格式,保留周期（天）,已配置TTL,业务线,使用者,目录属主,目录属组,数据接入方式,离线/在线迁移,Client版本,迁移状态
/recommend/hive/algo.db/like_mdh_illegal_video_dispatch_daily_v1,"1,569,618,336",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_ptu_20191206_zxl,"1,566,167,199",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_india_20200401,"1,562,110,125",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_india_20200401_test,"1,562,110,086",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_tag_sim_subjective_rare_item_cf_v3_hashtag_cluster,"1,559,688,762",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_push_online_people_cold_start_all,"1,556,491,293",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_title_text_langdetect_pend_5,"1,548,181,707",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_profile_video_hashtag_positively_sort_tmp,"1,546,435,869",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_hashtag_v2_90days_v2,"1,546,180,989",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_v_gift_d_orc,"1,539,199,353",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/uidxx_country_os_push_notification_close_info,"1,536,116,994",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_u_gift_14d_orc,"1,526,987,511",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_train_subjective_rare_cw_hashtag_cluster,"1,524,927,510",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_reason_analysis_retention_new_user_v10,"1,521,806,610",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/humantags_russia_07042020_train_with_cv07_20_cls,"1,517,386,719",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/user_profile_tag_coldstart_vid_tmp_tab,"1,516,682,610",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_zhuzhongzhi_push_unactive_top3_online_5to9,"1,508,100,684",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_b_gift_d_orc,"1,503,241,497",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_profile_country_owner_test,"1,496,545,632",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_pend_4,"1,494,035,169",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_qiubite_alluser_country,"1,479,389,049",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_wh_produce_user_potrait,"1,478,818,278",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_user_profile_human_20200703_backup,"1,475,246,181",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_pend_2,"1,474,942,653",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_v_share_d_orc,"1,473,928,035",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_all_lr_real_tag_all_tag_add_score_div_time2,"1,473,760,920",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_all_lr_real_tag_all_tag_add_score_div2,"1,473,709,368",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_all_lr_real_tag_all_tag_add_score_div_split,"1,465,548,036",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_sim_broadcaster_v1_output_orc,"1,461,805,140",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_tieba_upost_pair,"1,458,736,677",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_all_lr_real_tag_all_tag_add_score_div,"1,458,669,033",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_video_reverse_idx_raw_hour_tag_exp_3h_bayes_desc_v2,"1,456,801,647",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_hashtag_event_0102027,"1,454,333,355",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/pengguoqiang_bd,"1,445,671,413",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_spider_uid_info_type_mid,"1,445,226,006",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_b_mai_d_orc,"1,432,478,154",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_b_stay_1d_orc,"1,427,412,969",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_tieba_poster2post_d_orc,"1,424,711,841",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_video_reverse_idx_final_hour_tag_exp_3h_bayes_v2,"1,422,215,001",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_zhuzhongzhi_push_unactive_top3_online_v1,"1,419,717,087",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_b_share_3d_orc,"1,416,136,707",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_item_cf_predict_cw_hashtag_cluster,"1,415,441,598",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_potential_uid_behavior_total,"1,410,038,064",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_user_rank_country_150,"1,409,638,731",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_age_gender_feature_acter_ru_pred,"1,397,121,708",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/humantags_russia_07042020_train_with_cv09_20_cls,"1,390,209,858",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/operator_push_detail_mediatable,"1,389,890,568",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_pend_3,"1,388,792,643",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_hashtag_trend_post_group,"1,388,473,365",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/india_videos_to_predict_label_fasttext_prediction_high_probability,"1,388,009,931",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_tieba_upost_pair2,"1,381,261,710",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_hashtag_trend_post,"1,380,529,263",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_tieba_poster2post_d_tmp_orc,"1,379,274,864",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_new_user_vb_gift_3d_orc,"1,375,197,636",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_age_gender_feature_acter_ru,"1,368,849,078",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_all_cw_hashtag_cluster,"1,366,631,778",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_filter_score_tag_exposure_list_subjective_rare_1,"1,365,467,727",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/humantags_content3_russia_h_99tags_test,"1,340,632,578",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_20200227_backup_2,"1,338,584,994",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/zxl_query_analyse_from_2020_04_25,"1,333,267,128",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/text_feature_query_doc_info_2020_07_13_to_2020_07_15,"1,330,728,756",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_country_owner_mide2,"1,330,233,462",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/tiktok_basic_info_20200727_backup,"1,327,847,322",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_addtagexposure_item_cf_v3_all_region,"1,320,474,543",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_video_bayes,"1,309,988,670",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_knowledge_graph_video_related_tag_list,"1,304,742,483",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_mmoe_model_score_result_v1_orc,"1,302,652,794",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_pend_4,"1,295,181,243",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_user_langdetect_msg_text_agg_20200514_old,"1,293,514,242",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_keyword_info_pend_2,"1,291,891,035",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_keyword_rank_russia_pend_2,"1,286,932,713",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_push_user_data_d_orc_tmp,"1,283,882,292",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_login_page_disp_click_suc_report,"1,282,068,912",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/his_hashtag_rec_3month,"1,275,984,738",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_video_reverse_idx_raw_hour_tag_exp_hour_v3_bayes_inc,"1,271,114,166",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_pk_pair_base_orc,"1,268,517,207",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_wh_mide_analysis_user,"1,260,965,253",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_qiubite_newuser_language,"1,259,667,138",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_tag_v4_7day,"1,259,556,945",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_nearby_push_city_post_v2,"1,250,355,165",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_pend_3,"1,236,932,763",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_term_user_msg_text_20191206_pend_5,"1,235,627,592",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_keyword_info_pend_1,"1,233,150,345",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_comment_text_eval_20200523,"1,230,212,385",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_broadcaster_classify_statistic_14d_orc,"1,229,735,820",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_push_poster_effective_cl_stat,"1,225,654,020",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_tieba_follow_v5_i_d,"1,223,394,777",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_ee_poster_efficiency,"1,219,951,971",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_wh_register_analysis_user,"1,218,626,157",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_b_follow_1d_orc,"1,213,105,563",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_b_gift_30d_orc,"1,209,593,892",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_hashtag_trend,"1,200,473,340",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_push_online_people_cold_start,"1,199,839,134",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_pend_5,"1,199,566,050",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_uid_hashtag_cluster_acc_v2,"1,198,190,805",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare,"1,197,632,964",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_user_preference_gift_country_cut_v2_orc,"1,194,400,005",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_20200225_backup,"1,193,776,098",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_score_agg_4_debug,"1,188,868,563",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_20200219_backup,"1,182,434,865",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_follow_seed_uid_orc,"1,181,839,851",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_pend_4,"1,181,196,027",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_pend_5,"1,181,170,719",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_age_video_content_mix,"1,170,175,260",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_test_data_lr_base_100vv_sub_america_america,"1,167,823,632",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/user_profile_tag_coldstart_train_data,"1,164,906,501",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_operator_review_out,"1,162,965,555",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_recommend_scene_consume,"1,160,338,923",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/tieba_post_like_d_orc,"1,154,622,012",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_keyword_rank_russia_pend_3,"1,151,907,360",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/zhangyouyou_ua_fire_cnt,"1,151,058,822",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_chf_tmp2,"1,147,963,410",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_tieba_lsc_and_follow_graph_edges_orc,"1,142,139,819",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_idi_mini,"1,138,462,596",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_profile_fake_account_embedding_search_da,"1,132,932,972",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_20200218_backup,"1,132,448,967",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_bigolive_intimacy_top5,"1,128,816,321",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_u_statis_d_orc,"1,127,764,971",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_abtest_rec_follow_stat,"1,125,680,064",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_live_broadcast_arrow_bean_level_orc,"1,124,580,354",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_new_user_b_gift_7d_orc,"1,122,352,302",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_ee_video_efficiency,"1,118,958,846",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_b_exposure_3d_v1_orc,"1,118,548,698",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_push_active_hour_incr_tourist_v1,"1,118,431,305",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_user_langdetect_user_msg_text_agg_20200514_old,"1,116,785,262",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_bigolive_tb_push_rank_by_rule_score_orc_v2,"1,109,820,579",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_vector_find_best,"1,109,767,788",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_user_preference_gift_country_kv_v2_orc,"1,105,765,488",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_title_text_pend_2,"1,104,900,159",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_live_living_uid_orc,"1,100,068,017",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_profile_search_fake_find,"1,089,524,541",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_operator_review_enter,"1,083,150,561",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_user_music_profile_2,"1,082,820,654",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_u_gift_7d_orc,"1,082,516,043",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_video_reverse_idx_final_hour_tag_exp_hour_v3_bayes_inc,"1,070,774,685",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_core_hashtag_v3_with_predict_90,"1,065,629,226",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/imo_vids_disped_in_sa_orc,"1,054,047,960",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_america_20191206,"1,051,404,174",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_score_agg_1_debug,"1,049,337,282",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_bigolive_user_group_mena_orc,"1,042,555,920",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_like_video_kids_poster,"1,040,642,526",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_pk_user_history_bean_data,"1,040,328,165",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/tieba_u2i_graphsage_post_pair_freq_orc,"1,035,501,615",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_train_lr2,"1,034,875,956",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_tag_counter_debug,"1,034,490,219",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_push_online_people_wake_up,"1,029,641,493",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_user_langdetect_ocr_text_agg_20200514_old,"1,029,603,552",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_local_ptu,"1,028,955,804",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_train_lr2_real_tag_all_tag_add_score_div,"1,027,321,272",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_train_lr2_real_tag_all_tag,"1,027,256,592",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_train_lr2_real_tag_all_tag_add_score_div_time2,"1,027,062,396",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_train_lr2_real_tag_all_tag_add_score_div2,"1,027,005,009",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_country_region_new_pend_4,"1,026,536,262",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/his_hashtag_rec_daily_russia,"1,024,680,099",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_20200226_backup,"1,021,656,141",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_action_count_without_tfidf_hashtag,"1,021,534,155",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/follow_uid_bid_result_20200604_2,"1,020,613,815",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/follow_uid_bid_result_20200604_1,"1,020,604,536",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200225_backup,"1,020,600,525",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/follow_uid_bid_result_20200604,"1,020,532,416",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_user_features_7d,"1,019,999,745",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_hashtag_clustering_source_idi,"1,018,655,475",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_model_input_train_lr2_real_tag_all_tag_add_score_div_split,"1,017,681,057",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_bigolive_word2vec_bid_cnt_global_30d_v4_orc,"1,014,424,845",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_20200219_backup,"1,013,369,499",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200219_backup,"1,012,855,143",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_country_region_om_pend_4,"1,009,503,933",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_tag_sim_subjective_rare_item_cf_v2_hashtag_cluster,"1,008,770,250",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_dau_login_type_info_report,"1,008,594,801",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_human_new_broadcaster_basic_feature_orc,"999,851,262",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_keyword_20200324_backup,"996,281,337",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_item_cf_predict1,"993,292,458",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_lgb_test_demo_v1,"993,282,081",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_20200210,"992,378,340",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_20200211_backup,"991,228,434",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_sim_cand_source_ru_embed,"990,130,128",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_idi_20200401_test,"989,101,029",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_field_es_response_idi_20200401,"989,100,831",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_msg_text_20200217_backup,"984,953,730",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/up_likee_video_profile_acr,"982,399,398",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_search_term_user_msg_text_head_20191206_pend_5,"980,234,244",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_poster_video_cv_all_all,"976,275,000",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_comment_text_agg_pend_1,"975,232,596",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_operator_review_email,"974,707,950",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_area_top,"970,299,027",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/anchor_scaled_features,"969,824,760",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200218_backup,"967,882,230",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_comment_text_annotation,"967,715,877",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_ocr_text_20200218_backup,"962,258,895",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_hashtag_cluster_counter_latest,"960,455,907",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_push_unactive_90_days_all_v2,"958,714,359",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_live_hot_push_time_v1,"958,562,736",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/zxl_query_hot_from_2020_05_10_id,"952,212,942",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/tieba_viewer_poster_share_d_orc,"951,043,353",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_vb_eff_stay_pv_d_orc,"946,211,592",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_new_push_daily_schedule,"945,664,062",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_title_text_pend_3,"942,758,151",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_evaluate_158_interval_by_top20_2,"940,899,699",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_comment_text_pend_correct_date_4,"939,366,138",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_new_broadcaster_basic_feature_orc,"938,272,530",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_b_feature_1d_v1_orc,"934,245,930",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_score_mide,"932,438,172",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/pengguoqiang_in_watch_lang,"931,472,925",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_wh_hash_tag_video_vv,"923,729,484",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_area,"911,504,625",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_poster_video_feature_russia_bottom,"903,776,766",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_user_profile_video_to_recall_hashtag_v1_origin,"903,201,984",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_user_cv_age,"903,035,358",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_spider_v2_consume_video,"896,199,159",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigolive_like_guess_aid_recall_by_area_fea,"894,496,266",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_video_reverse_idx_final_hour_tag_exp_v3_8day_vv_check,"890,913,144",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_profile_age_label_test,"890,573,694",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_yoga_region_analysis_consume_tag_group3,"886,754,793",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_search_image_train,"886,169,103",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_like_region_user_poster_score_14d_orc,"881,975,406",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_likee_vid_url_find_best,"880,884,867",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/pengguoqiang_in_watch,"880,069,254",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/chenwei_tmp_bucket_item_cf_v3_all_region,"875,749,617",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_mdh_ee_poster_efficiency_tmp,"875,176,974",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_push_action_score_online,"873,820,533",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/dw_indigo_hudong_stat,"871,656,081",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_audio_1_20200628_backup,"870,830,511",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_title_text_pend_4,"868,847,589",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_score_agg_1_20200227_backup,"868,428,567",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_like_live_word2vec_bid_cnt_30d_orc,"868,064,715",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_uid_data_lr,"867,902,769",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_user_profile_age_gender_feature_device,"865,498,104",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/zxl_qanchor_data_from_2020_03_01_to_2020_07_10,"862,903,800",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/bigo_like_knowledge_graph_video_count,"861,397,326",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_keyword_rank_debug,"858,946,638",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/likee_live_ee_with_feature,"846,533,442",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200207,"844,496,496",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/query_reg_zxl,"842,872,542",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200210,"841,265,817",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200211_backup,"840,241,224",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_live_b_gift_14d_orc,"836,859,069",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/rec_live_b_share_d_orc,"835,876,752",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_user_msg_text_20200217_backup,"834,795,309",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_video_langdetect_score_1_20200218_backup,"833,440,071",0.001,,,,,,,,,,,,
/recommend/hive/algo.db/like_keyword_comment_text_uid,"832,819,035",0.001,,,,,,,,,,,,
