目录,du B,du TB,文件数量,分区格式,保留周期（天）,已配置TTL,业务线,使用者,目录属主,目录属组,数据接入方式,离线/在线迁移,Client版本,迁移状态
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_chatroom_group_day_new,"4,597,443",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_newversiondau0904,"4,597,065",0.000,,,,,,,panzhilin1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_newversiondau,"4,594,854",0.000,,,,,,,panzhilin1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_opt_retention_day,"4,591,446",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_rh_sa14,"4,590,258",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_survey_answer_20200617,"4,559,040",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_temp_lrk_survey_call_20200617,"4,557,483",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_lrk_20200113_model_arrive_rate,"4,526,034",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_libining_090405,"4,474,596",0.000,,,,,,,libining,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_world_mwy_operation,"4,422,771",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_hst_party_play_screen_uv_day,"4,404,771",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_0809_0811_old_consume_vroom,"4,404,312",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_feed_dispatch_variety_daily_step10,"4,403,319",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_my_voiceroom0601,"4,362,234",0.000,,,,,,,kangchenxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_hst_party_play_music_day,"4,343,535",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_test2,"4,324,872",0.000,,,,,,,liuziqiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imozone_weekly_by_counrty_all,"4,298,646",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imolive_sendgift_roomtype_anchor_day,"4,275,495",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_zxy_hashtag_page_retention_day,"4,270,386",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_feed_spider_new_tmp2,"4,261,611",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_my_groupactive0513,"4,237,743",0.000,,,,,,,kangchenxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_rh15,"4,229,811",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_owner_recruit_uid,"4,229,556",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_h5_share_report_day,"4,222,338",0.000,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_story_from_feed_jiahequchong_imouid,"4,208,346",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_story_from_feed_jiahequchong_bigouid,"4,207,062",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_profile_music_spreads,"4,137,630",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_h5_hour_report,"4,136,196",0.000,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_bn_0716,"4,127,979",0.000,,,,,,,kangchenxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_geo_switch_save_source,"4,091,616",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_tips_stranger_call_ab,"4,086,885",0.000,,,,,,,panquanhai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_open_screen_show_type_daily,"4,080,363",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_newversion2,"4,067,379",0.000,,,,,,,panzhilin1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_kangchenxiao_my_groupactive0511,"4,057,737",0.000,,,,,,,kangchenxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_premium_failed_reason_daily,"4,053,801",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive0526tr,"4,040,985",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_rh16,"4,028,004",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_ae_rh15,"4,023,339",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_group_stuck_v2,"4,020,957",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive05245,"3,991,851",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive05244,"3,982,584",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_story_continuous_detail_daily,"3,862,332",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_live_gift_user_gift_retention_daily,"3,789,606",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_data2_call_month,"3,785,910",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_world_resource_check_daily,"3,779,985",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_qa_rh15,"3,766,386",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_imo_renew_premium_android_daily,"3,748,029",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_web_duet_page_day,"3,727,170",0.000,,,,,,,oujiaying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_lrk_20200113_model_arrive_rate_2,"3,710,751",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_diamonds_charge_day1,"3,706,020",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_scoring_popup_retention_mediate_day,"3,700,533",0.000,,,,,,,wangyakun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_zh_eg15,"3,672,531",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_day_new,"3,669,132",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heyuxiao_connect_time,"3,658,881",0.000,,,,,,,heyuxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_temp_region_friend,"3,647,703",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_world_spider_tmp3,"3,600,387",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_live_send_link_tmp2,"3,590,118",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mwy_live_coinchange_record,"3,580,371",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_level_dau_distribute,"3,576,261",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_afua1,"3,572,163",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_world_lsf_first_active_by_push_report,"3,558,753",0.000,,,,,,,luoshifa,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_liuziqiang_rh0904_sabd1,"3,541,386",0.000,,,,,,,liuziqiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_app_volume_day,"3,517,899",0.000,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_live_send_link_tmp1,"3,492,558",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_live_send_link_tmp,"3,484,122",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/cy0520_all,"3,482,850",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_discover_newold_retention_day,"3,477,549",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/cy0520_other,"3,475,131",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imolive_consume_accum_tmp1,"3,440,820",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_libining_083102,"3,435,903",0.000,,,,,,,libining,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_channel_weather_all_user_day_2,"3,426,924",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_lrk_20200113_model_arrive_rate_3,"3,417,063",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_geo_switch_action_detail,"3,412,638",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_overall_day_2,"3,386,049",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_day,"3,378,246",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_afua2,"3,370,623",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_live_temp3,"3,360,093",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imolive_consume_accum_tmp2,"3,353,688",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_temp_region_friend_7days,"3,317,589",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_lrk_20200113_model_arrive_rate_4,"3,286,818",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_feature_lang_try_day,"3,283,179",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_story_back_into_feed_uv_pv_result,"3,263,079",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_app_deviceid_firstlogin_report_fromlist,"3,258,846",0.000,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_backend_push_opt_day,"3,251,856",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_liuruokai_bucket_remain,"3,227,787",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_chatroom_room_operate_day,"3,203,319",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imolive_consume_accum_tmp3,"3,200,436",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_questions_retention_daily,"3,197,889",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_app_wyf_af_campaign_day,"3,190,821",0.000,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/cy0520_in,"3,170,184",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_duet_got_flower_distribution_day,"3,134,181",0.000,,,,,,,oujiaying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_story_stream_continuous_detail_daily,"3,070,761",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imolive_consume_accum_tmp4,"3,066,363",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_temp_out_uids,"3,056,592",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigochannels_all_post_action_day,"2,946,918",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testdaypk,"2,946,012",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_feed_spider_check_daily,"2,908,698",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigochannels_all_post,"2,890,596",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_hst_party_play_video_day,"2,874,309",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_feed_last_getentry_all_in_te_like_feeds_7,"2,851,362",0.000,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_create_group,"2,850,501",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_live_activity_tmp1,"2,846,880",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_imo_live_consume_user_daily,"2,824,704",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_rh_sa17,"2,822,916",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_np0903,"2,821,665",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_square_channel_daoliu,"2,802,903",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_world_spider_tmp2,"2,801,676",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mwy_community_bind_big_group_record,"2,787,189",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_panzhilin_arabicpksa,"2,763,864",0.000,,,,,,,panzhilin1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_imo_premium_new_daily,"2,761,101",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive0526sd,"2,739,609",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_online_sucrate_v2,"2,738,466",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testday,"2,734,686",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_app_wyf_push_seqid_last3day,"2,708,979",0.000,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactivesd2,"2,701,461",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_source_forum_view,"2,687,322",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testdayeg,"2,647,143",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_nearby_summary,"2,617,305",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testdayae,"2,607,330",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_motherland_retention_mid_table2_day,"2,604,408",0.000,,,,,,,oujiaying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_oujiaying_motherland_retention_mid_table_day,"2,604,408",0.000,,,,,,,oujiaying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_dinaru0903,"2,603,907",0.000,,,,,,,duanyingjie,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_dina_ru0904,"2,537,118",0.000,,,,,,,duanyingjie,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive05243,"2,524,419",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_premium_conversion_new_daily,"2,523,039",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mwy_live_yello_diamond_record,"2,506,746",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_story_from_feed_quchong,"2,459,175",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive05242,"2,457,393",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_pay_order_accum_tmp02,"2,438,052",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testdayqa,"2,427,186",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive05241,"2,419,986",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_moments_send_type,"2,367,354",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_follow_all_overall,"2,358,777",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_share_type,"2,347,626",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_moments_retention,"2,287,701",0.000,,,,,,,zhuangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_yunying_push_new_retention_day,"2,274,612",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_wyf_h5_app_report_day,"2,267,094",0.000,,,,,,,wangyunfei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_official_account_fans_num,"2,265,867",0.000,,,,,,,luoshifa,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_community_msg_data,"2,248,926",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_imo_retention_num_day,"2,245,965",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_dina0907_tm,"2,241,255",0.000,,,,,,,duanyingjie,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_story_back_into_feed_uv_pv,"2,241,054",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ws_resource_data_total_penny_0101,"2,236,065",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_feed_share_to_momnet,"2,225,700",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_media_strategy_data,"2,202,507",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_community_revenue_day,"2,173,827",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_imo_dlto_app_day,"2,146,434",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_feed_spider_tmp2,"2,137,323",0.000,,,,,,,zhangyangjiang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/imo_story_back_into_feed_uv_pv_total,"2,128,956",0.000,,,,,,,yangzehui,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_h5_push_click_uid,"2,115,645",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_preimum_ios_daily,"2,105,232",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_sent_retention_result_day,"2,091,762",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_wol_ab_user_retention_day,"2,085,969",0.000,,,,,,,panquanhai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_imo_rich_man_consume_daily,"2,073,954",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_contact,"2,070,450",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_vapour_new_user_list,"2,067,366",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_hst_party_play_video_retention_day,"2,056,824",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_report_city_method_day,"2,028,573",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_h5_tmp,"2,009,739",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_wyf_ws_premium_publisher_day,"2,006,511",0.000,,,,,,,wangyunfei1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_panzhilin1_newversion,"2,004,288",0.000,,,,,,,panzhilin1,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mwy_live_charge_record,"1,998,945",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_discover_overall_day,"1,973,301",0.000,,,,,,,hadoop,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_imozone_imo_before_num_day,"1,958,559",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_contact_1,"1,957,512",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_out_push_uid11,"1,909,593",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_ad_open_screen_active_active_retention_slice_table_daily,"1,902,909",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_active_user_day_v2,"1,888,344",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testdaynp,"1,884,654",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_huangxiaoyi_singgroup_day2,"1,879,509",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_test0825,"1,862,106",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_chatroom_send_gift_day,"1,861,815",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_dina_ru0903,"1,858,512",0.000,,,,,,,duanyingjie,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yunying_lang_test_bucket,"1,835,367",0.000,,,,,,,liuruokai,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_louyimei_eg_zh10,"1,825,227",0.000,,,,,,,louyimei,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_libining_082901,"1,789,137",0.000,,,,,,,libining,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_libining_082902,"1,789,137",0.000,,,,,,,libining,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mwy_live_consume_record,"1,787,073",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactive0524,"1,786,404",0.000,,,,,,,zhangshuying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heyuxiao_connect_usage,"1,747,389",0.000,,,,,,,heyuxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heyuxiao_protocol_success,"1,742,505",0.000,,,,,,,heyuxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_bd_province_temp,"1,731,861",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/ksing_app_hxy_af_campaign_retention,"1,727,640",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_add_buddy_day,"1,723,167",0.000,,,,,,,heshuting,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_opt_retention_result_day,"1,717,119",0.000,,,,,,,yuanyang,hdfs,,,,
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_newold_retention_result_day,"1,711,308",0.000,,,,,,,zhangxin8,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_test13,"1,684,557",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_official_fans_retention_result_day,"1,649,937",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lsf_biggroup_plugin_share_distribution,"1,620,999",0.000,,,,,,,luoshifa,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imo_out_dial_funnel,"1,615,944",0.000,,,,,,,huangxiaoyi,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_fengxiashu_testdayru,"1,611,552",0.000,,,,,,,fengxiashu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_lmj_push_click_notshow_uid,"1,596,693",0.000,,,,,,,limingjun,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_new_consume_user_daily,"1,588,752",0.000,,,,,,,zoutianyu,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heyuxiao_connect_succ,"1,574,238",0.000,,,,,,,heyuxiao,hdfs,,,,
/data/hive/indigo_mediate_tb.db/temp_zhangshuying_ar_ingroupactivelb100,"1,572,456",0.000,,,,,,,liangxueying2,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_mawenying_worldfeed_follow_overall,"1,566,486",0.000,,,,,,,mawenying,hdfs,,,,
/data/hive/indigo_mediate_tb.db/indigo_heshuting_data1_month,"1,563,417",0.000,,,,,,,heshuting,hdfs,,,,
