/data/apps/us_sync/data/pulsar_exception_topic,1.9789E+14,179.9799985,
/data/apps/us_sync/data/MonitorManager.beast_photo_download_stable,1.73873E+14,158.1362596,
/data/apps/us_sync/data/MonitorManager.story_show_stable,1.19731E+14,108.8948272,
/data/apps/us_sync/data/MonitorManager.anti_sdk_stable,8.80034E+13,80.03861303,
/data/apps/us_sync/data/MonitorManager.user_activity_stable,6.94878E+13,63.19882674,
/data/apps/us_sync/data/MonitorManager.ad_show_stable,5.43362E+13,49.41844697,
/data/apps/us_sync/data/MonitorManager.story_stream_stable,4.65026E+13,42.29385719,
/data/apps/us_sync/data/MonitorManager.show_push2,4.48013E+13,40.74652116,
/data/apps/us_sync/data/MonitorManager.start_imo_stable,4.33815E+13,39.45525837,
/data/apps/us_sync/data/PIN.set_session_activity,4.3115E+13,39.21288982,
/data/apps/us_sync/data/MonitorManager.beast_photo_download_beta,3.83277E+13,34.85884897,
/data/apps/us_sync/data/MonitorManager.calls_stable,3.18218E+13,28.94179606,
/data/apps/us_sync/data/PIN.observed_user_activity2,3.08924E+13,28.09646484,
/data/apps/us_sync/data/MonitorManager.story_view_stable,2.99743E+13,27.2614735,
/data/apps/us_sync/data/MonitorManager.start_call_stable,2.95494E+13,26.87503484,
/data/apps/us_sync/data/PIN.recv_im2,2.66932E+13,24.27734493,
/data/apps/us_sync/data/MonitorManager.nerv_vs_http,2.52234E+13,22.94056571,
/data/apps/us_sync/data/MonitorManager.story_show_beta,2.32079E+13,21.10744849,
/data/apps/us_sync/data/GCM.push,2.31974E+13,21.09788726,
/data/apps/us_sync/data/MonitorManager.http_video_download_stable,2.3161E+13,21.06480164,
/data/apps/us_sync/data/MonitorManager.user_activity_beta,1.81532E+13,16.5102759,
/data/apps/us_sync/data/MonitorManager.anti_sdk_beta,1.73554E+13,15.78460967,
/data/apps/us_sync/data/MonitorManager.talk_time_stable,1.64092E+13,14.92408815,
/data/apps/us_sync/data/MonitorManager.get_cloud_config,1.5189E+13,13.81432646,
/data/apps/us_sync/data/MonitorManager.push_log_once_daily,1.47882E+13,13.44975896,
/data/apps/us_sync/data/MonitorManager.ad_location_show_beta,1.40293E+13,12.75956144,
/data/apps/us_sync/data/MonitorManager.push_log,1.34986E+13,12.27688837,
/data/apps/us_sync/data/PIN.send_im2,1.29369E+13,11.76603798,
/data/apps/us_sync/data/MonitorManager.recv_im_beta,1.29068E+13,11.73870294,
/data/apps/us_sync/data/MonitorManager.av_function_button_stable,1.22326E+13,11.12545871,
/data/apps/us_sync/data/MonitorManager.feeds_stable,1.20856E+13,10.99181334,
/data/apps/us_sync/data/Bandit.get_strategy_users,1.20408E+13,10.95108571,
/data/apps/us_sync/data/MonitorManager.ad_show_beta,1.15967E+13,10.54715769,
/data/apps/us_sync/data/MonitorManager.send_im_beta,1.13813E+13,10.35126206,
/data/apps/us_sync/data/MonitorManager.im_opt_total_beta,1.04954E+13,9.545538668,
/data/apps/us_sync/data/MonitorManager.start_imo_beta,1.03362E+13,9.400735451,
/data/apps/us_sync/data/MonitorManager.story_stream_beta,1.02761E+13,9.346074364,
/data/apps/us_sync/data/MonitorManager.stranger_profile,9.81281E+12,8.924696331,
/data/apps/us_sync/data/BroadCast.story_all,9.80682E+12,8.919250253,
/data/apps/us_sync/data/MonitorManager.beast_audio_download_stable,9.3745E+12,8.526054577,
/data/apps/us_sync/data/Tracker.activity,9.29775E+12,8.456255146,
/data/apps/us_sync/data/MonitorManager.msg_opt,7.7447E+12,7.043762396,
/data/apps/us_sync/data/MonitorManager.calls_beta,7.39936E+12,6.729675915,
/data/apps/us_sync/data/MonitorManager.apps2_stable,7.32872E+12,6.665429549,
/data/apps/us_sync/data/IndigoFeeds.get_feed_entry,7.30065E+12,6.639900441,
/data/apps/us_sync/data/MonitorManager.story_view_beta,6.97509E+12,6.343804416,
/data/apps/us_sync/data/MonitorManager.open_chat_beta,6.33679E+12,5.763272933,
/data/apps/us_sync/data/MonitorManager.android_traffic_beta,6.32488E+12,5.752444186,
