NAME,TBL_NAME
report_tb,bigolive_luoshifa_mobile_audience_report_orc
report_tb,bigolive_luoshifa_game_audience_report_orc
report_tb,bigolive_luoshifa_pc_event_report_orc
report_tb,bigolive_luoshifa_mobile_event_report_orc
report_tb,bigolive_luoshifa_game_event_report_orc
report_tb,bigolive_luoshifa_simulator_shower_start_end_stats_orc_tmp
report_tb,bigolive_luoshifa_simulator_shower_start_end_stats_orc
report_tb,bigolive_luoshifa_simulator_shower_viewer_peak_stats_orc
report_tb,bigolive_luoshifa_simulator_shower_pcu_acu_stats_orc
report_tb,bigolive_daily_active_country_new_orc
report_tb,bigolive_wanliang_appsflyer_info_orc
report_tb,bigolive_luoshifa_active_register_distribution_for_web_bak_20190715
report_tb,bigolive_wanliang_uid_devicesinfo_orc
report_tb,bigolive_wanliang_uid_appsflyer_channel_orc
mediate_tb,like_server_register_report_active_orc
report_tb,like_server_register_retetion_stats_day_orc
report_tb,like_server_register_retetion_stats_day
vlog,like_appsflyer_push
report_tb,bigolive_guxiaoying_livehouse_xiangqing_new_by_all
report_tb,bigolive_guxiaoying_livehouse_xiangqing_very_new_by_all
report_tb,bigolive_guxiaoying_user_nobility_by_day
report_tb,bigolive_guxiaoying_user_checkin_with_nobility_by_day
report_tb,bigolive_guxiaoying_user_checkin_by_day
report_tb,bigolive_guxiaoying_huiliu_liucun_by_uid
bigolive,bigo_pc_user_action
bigolive,bigo_game_rank_data
vlog,like_user_ats_reqfile_info
bigolive,bigo_live_traffic
report_tb,bigolive_wjl_game_audience_overall
report_tb,like_stuck_stats_day
bigolive,block_show_notice_day_orc
report_tb,bigolive_songhuiling_ticket_for_web
mediate_tb,bigolive_luoshifa_shower_stats_day_orc
report_tb,bigolive_luoshifa_shower_retention_for_web
report_tb,cny_chenmo_push_newcomer_stats
report_tb,cny_chenmo_push_stats
report_tb,bigolive_nearby_by_day
report_tb,bigolive_luoshifa_growth_basic_data_by_uid_orc
report_tb,bigolive_nearby_data_by_day
report_tb,like_first_time_live_android
report_tb,bigo_live_traffic_statistics_table
report_tb,cny_newcomer_createdate_push_orc
report_tb,like_concern_source
bigolive,kafka_metrics
report_tb,bigolive_guxiaoying_zhoubao_zhubo_01
report_tb,bigolive_guxiaoying_zhoubao_zhubo_02
report_tb,bigolive_guxiaoying_zhoubao_zhubo_03
bigolive,bigo_web_access_fail_event
report_tb,nearby_liucun_seven_by_day
report_tb,bigolive_nearby_all_data_by_day
report_tb,like_short_video_content_quality_7day
vlog,like_user_event_realtime_bypass
report_tb,bigolive_shl_ticket_rank_by_country_for_web
report_tb,bigolive_shl_user_nobility_by_day
report_tb,bigolive_shl_user_checkin_by_day
report_tb,bigolive_lxf_purchase_cost
report_tb,like_new_register_play_stats_day_old
bigolive,bigo_report_owner_gametitle
report_tb,bigolive_wjl_regtime_orc
bigolive,bigo_login_user_log
bigolive,bigo_register_user_log
report_tb,bigolive_lsf_pc_event_report_orc
report_tb,bigolive_daily_active_country_v3_orc
report_tb,bigolive_guxiaoying_user_nobility_by_day_with_countrycode
report_tb,bigolive_guxiaoying_user_checkin_by_day_with_countrycode
report_tb,bigolive_guxiaoying_user_checkin_with_nobility_by_day_with_countrycode
report_tb,like_client_dev_hour_stats
report_tb,like_client_new_dev_unique_hour_stats
vlog,new_device_hdid_hour_orc
report_tb,bigolive_yty_gift_summary1_for_web
vlog,like_push_ack_detail_old
report_tb,bigolive_guxiaoying_duoren_guankan_by_day
report_tb,bigolive_shl_daily_checkin_data_for_web
report_tb,bigolive_lxf_value_flow
report_tb,bigolive_wjl_silver_receive_for_web
report_tb,like_common_download_stats
report_tb,bigolive_wjl_game_title_orc
report_tb,bigo_hourly_media_play_stats
report_tb,bigolive_guxiaoying_zhuboshuju_v1_01
report_tb,bigolive_wjl_silver_receive_country_for_web
report_tb,bigolive_wjl_silver_balance_for_web
report_tb,bigolive_wjl_silver_spend_for_web
report_tb,bigolive_wjl_silver_output_for_web
report_tb,bigolive_lxf_nation_score_for_web
report_tb,bigo_guxiaoying_zhuce_ziran_by_uid_orc
report_tb,bigolive_guxiaoying_zhuce_liucun_by_day
report_tb,bigolive_guxiaoying_nearby_user_by_day
bigolive,bigo_verify_token_event
bigolive,bigo_create_order_event
report_tb,bigolive_guxiaoying_tuijian_by_uid
report_tb,bigolive_guxiaoying_tuijian_by_day
report_tb,bigolive_wjl_top_recommand_country_by_uid_orc
algo,rec_viewer_android_offline_push_stat_d_orc_new
algo,rec_viewer_android_offline_push_stat_7d_orc_new
algo,rec_viewer_android_offline_push_stat_with_tz_orc_new
vlog,like_client_offline_push_static_orc
report_tb,bigolive_yty_gift_summary2_for_web
bigolive,hive_job_audit
report_tb,bigolive_guxiaoying_livehouse_with_uid
hellotalk,talk_daily_report
hellotalk,talk_login
hellotalk,talk_install
hellotalk,talk_register
hellotalk,talk_show_user_event
report_tb,bigolive_guxiaoying_livehouse_with_room
report_tb,bigolive_yty_ticket18_change
report_tb,bigolive_lxf_purchase_balance_for_web
report_tb,bigolive_wjl_game_owner_overall
bigolive,bigo_offline_push_res
hellotalk,talk_proto_stat_report_v2
algo,rec_viewer_all_offline_push_stat_d_orc
report_tb,talk_quality_stats
hellotalk,talk_media_live_stat
algo,rec_viewer_all_offline_push_stat_7d_orc
algo,rec_viewer_all_offline_push_stat_with_tz_orc
report_tb,bigolive_guxiaoying_nearby_user_v2_by_day
report_tb,talk_connection_trace
bigolive,bigo_room_realtime_info
report_tb,bigolive_wjl_game_owner_retention_new_for_web
report_tb,like_video_produce_conversion_day
algo,like_user_rank_country_150
algo,like_user_rank_county
report_tb,bigolive_lxf_nobility_status
report_tb,bigolive_lsf_multiroom_enter_exit_data_orc
report_tb,bigolive_guxiaoying_game_title_with_uid
report_tb,like_vv_stats_day
report_tb,like_brief_vv_stats_day
report_tb,like_brief_comment_stats_day
report_tb,like_brief_weekuser_retetion_stats_day
report_tb,like_brief_regconv_stats_day
report_tb,bigolive_wjl_game_owner_for_web
report_tb,bigolive_wjl_game_owner_pcu_distribution_for_web
report_tb,bigolive_wjl_game_owner_time_distribution_for_web
report_tb,bigolive_guxiaoying_user_with_nobility_by_day
bigolive,bigo_show_user_event_stat_sdk
report_tb,bigolive_wjl_game_audience_type_for_web
report_tb,bigolive_guxiaoying_50000_diamond
report_tb,bigolive_guxiaoying_anchor_rank
report_tb,bigolive_guxiaoying_anchor_reach
report_tb,bigolive_guixaoying_sign_anchor_show
report_tb,bigolive_guxiaoying_50000_diamond_nologinconsume
report_tb,bigolive_guxiaoying_register_consume
report_tb,bigolive_guxiaoying_flowaway_v2_by_uid_orc
vlog,tbl_keyword_match_m_day_orc
report_tb,bigolive_wjl_game_audience_for_web
report_tb,bigolive_wjl_game_audience_time_distribution_for_web
report_tb,bigolive_wjl_game_owner_type_for_web
report_tb,bigolive_wjl_top_recommand_country_for_web
report_tb,bigolive_guxiaoying_30vip_compare
report_tb,bigolive_guxiaoying_users_static_30vip
report_tb,bigolive_lxf_ticket_for_web
algo,rec_like_new_star_banyun_orc_2
algo,rec_like_new_star_base_tmp_orc_2
algo,rec_like_new_star_base_orc_2
algo,rec_like_new_star_all_country_orc_2
algo,rec_like_new_star_one_country_orc_2
vlog,like_user_event_stat_sdk
vlog,like_daily_report_stat_sdk
vlog,like_install_stat_sdk
vlog,like_login_stat_sdk
vlog,like_register_stat_sdk
algo,rec_like_new_star_total_orc_2
report_tb,bigolive_guxiaoying_beiyesi_test
report_tb,bigolive_lxf_ticket_balance_for_web
report_tb,bigolive_lxf_vmoney_balance_for_web
report_tb,bigolive_wjl_game_owner_retention_for_web
report_tb,bigolive_lxf_silver_balance_for_web
report_tb,push_count_android
report_tb,bigolive_wjl_game_viewer_retention_for_web
report_tb,bigolive_lsf_shower_num_with_livetype_for_web
report_tb,bigolive_lsf_showernum_livetime_distribution_for_web
report_tb,bigolive_lsf_showernum_with_livetype_for_web
algo,like_static_share_rate_rank_d
report_tb,bigolive_yangxiaobin_zhuce_liushi_by_day
report_tb,like_push_count
report_tb,bigolive_shl_multiroom_data_for_web
report_tb,bigolive_guxiaoying_users_static_30vip_by_day
bigolive,bigo_online_user_uversion_stat
report_tb,bigolive_guxiaoying_users_pay_30vip
report_tb,like_push_daily_offline_only
report_tb,bigolive_guxiaoying_game_title_with_uid_v2
report_tb,bigolive_guxiaoying_users_pay_30vip_by_day
report_tb,bigolive_guxiaoying_flowaway_v2_by_day
report_tb,bigolive_guxiaoying_users_cost_30vip
report_tb,bigolive_guxiaoying_users_cost_30vip_by_day
report_tb,bigolive_lxf_daily_live
report_tb,bigo_pc_device_statis
report_tb,bigolive_lxf_daily_retention
bigolive,bigo_show_user_event_v2
report_tb,bigolive_guxiaoying_game_title_with_uid_v3
hellotalk,talk_proto_stat_report_v2_http
vlog,like_feature_log
mysql_tb,tbl_lianmai_progress_his
report_tb,talk_quality_http_stats
report_tb,talk_quality_stats_http
bigolive,bigo_banner_stats
report_tb,train_data_20171227
mediate_tb,bigolive_lsf_function_stats_day_orc
report_tb,bigolive_lsf_function_retention_for_web
vlog,like_user_event_v2
report_tb,bigolive_yty_superviser_variable
bigolive,bigo_live_link_session
report_tb,bigolive_guxiaoying_push_clickrate
bigolive,bigo_sms_status
report_tb,bigolive_guxiaoying_push_by_uid
report_tb,bigolive_guxiaoying_push_send_by_uid
mysql_tb,liveme_ranks_leadersboards_day
mysql_tb,liveme_user_contribution_day
mysql_tb,liveme_user_info_day
vlog,like_stat_stat_sdk
vlog,like_stat
bigolive,bigo_sms_final_status
report_tb,zhucong_like_ima_country_day
report_tb,zhucong_like_dau_country_day
report_tb,bigolive_yty_nobility_obtain_for_web
report_tb,bigolive_yty_nobility_save_for_web
report_tb,shadow_bigo_verify_token_even2
report_tb,shadow_bigo_verify_token_event
report_tb,bigolive_lsf_function_usage_distribution_orc
report_tb,bigolive_lxf_ios_by_bst
report_tb,bigolive_lxf_ios_by_utc
report_tb,shadow_bigo_verify_result_v2
algo,like_static_weeklyhighlights_share_rank
vlog,like_device_fingerprint_info
report_tb,bigolive_shl_top_rank_data_for_web
report_tb,bigolive_yty_gift_summary4_for_web2
report_tb,session_stat_lbs_step_dist
report_tb,bigolive_guxiaoying_push_msgtype_by_uid_old
cubetv,cube_game_beginend_reporttime
cubetv,cube_report_owner_gametitle
cubetv,cube_daily_report
cubetv,cube_install
cubetv,cube_register
cubetv,cube_login
cubetv,cube_show_user_event
report_tb,bigolive_stopreason_daily_stats
report_tb,session_stat_lbs_linkd_suc_fail
report_tb,zhucong_like_realtime_install
cubetv,cube_live_udp_ping
cubetv,cube_live_traffic
cubetv,cube_live_link_session
cubetv,cube_user_location_collection
cubetv,client_normal_info
cubetv,client_special_info
cubetv,cubetv_owner_stats_text
cubetv,cubetv_audience_stats_text
cubetv,cubetv_media_stats_text
cubetv,linkd_proto_stats_v2
cubetv,cubetv_http_upload_stats
cubetv,pc_login_linkd_stats
cubetv,client_dau_report
cubetv,user_login_ip
cubetv,linkd_rtt_stats
cubetv,forward_msg_stats
cubetv,sms_rate_stats
report_tb,bigolive_lxf_daily_task_by_uid
report_tb,bigolive_lxf_daily_task_for_web
cubetv,cube_device_fingerprint_info
report_tb,bigolive_lxf_first_top_up_by_uid
report_tb,bigolive_lxf_first_top_up_for_web
bigolive,bigo_illegalurl
bigolive,bigo_live_quality_event
cubetv,cube_pc_media_live_stat
cubetv,cube_pc_owner_live_stat
cubetv,cube_pc_device_stat
cubetv,cube_online_user_uversion_stat
report_tb,bigolive_guxiaoying_login_times_by_month
report_tb,bigolive_shl_pk_data_for_web
mysql_tb,cube_user_vmoney_changelog_v2
cubetv,cube_web_access_fail_event
cubetv,cube_sync_official_msg_event
cubetv,cube_sync_activity_event
cubetv,cube_verify_token_event
cubetv,cube_create_order_event
mysql_tb,cube_user_gift_log_m
cubetv,cube_push_down_detail
cubetv,cube_push_ack_detail
report_tb,bigolive_guxiaoying_vip_info_by_month
report_tb,session_stat_lbs_linkd_suc_fail_15
report_tb,zhucong_like_realtime_register
cubetv,cube_pc_user_event
report_tb,session_stat_lbs_step_dist_15
report_tb,cube_push_count
report_tb,like_deviceid_score
report_tb,cube_session_stat_lbs_step_dist_15
report_tb,cube_session_stat_lbs_linkd_suc_fail_15
vlog,tbl_contacts_day_orc
vlog,tbl_fb_friend_list_day_orc
cubetv,cube_linkd_connection_stat
cubetv,cube_real_time_online_user
report_tb,cube_real_time_online
cubetv,cube_show_user_event_orc
