库名,表名,路径,du B,du TB,使用者,业务线,目录属主,目录属组,文件数量,分区格式,保留周期（天）,已配置TTL
1v1,bigo_happy_hour_order_stat,/flume/1v1/bigo_happy_hour_order_stat,,,hadoop,,hadoop,,,,,
1v1,bigo_happy_hour_login_stat,/flume/1v1/bigo_happy_hour_login_stat,1397421,1.27095E-06,hadoop,,,,,,,
algo,live_stats_kafka_d_miclink,/flume/bigolive/live_stats_kafka_d-miclink,2.24261E+12,2.039640353,hadoop,,,,,,,
algo,rec_broadcaster_time_d_orc,/recommend/hive/algo.db/rec_broadcaster_time_d_orc,9783979854,0.008898478,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_broadcaster_time_3d_orc,/recommend/hive/algo.db/rec_broadcaster_time_3d_orc,19876868604,0.018077907,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_broadcaster_time_7d_orc,/recommend/hive/algo.db/rec_broadcaster_time_7d_orc,33778895211,0.030721726,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_broadcaster_time_14d_orc,/recommend/hive/algo.db/rec_broadcaster_time_14d_orc,54032347572,0.049142134,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_shower_first_show_time_from_stat_d,/recommend/hive/algo.db/rec_shower_first_show_time_from_stat_d,2.43476E+12,2.214398144,hadoop,,hadoop,hdfs,,,,
algo,video_weight,/recommend/hive/algo.db/video_weight,48,4.36557E-11,zhanghang,,zhanghang,hdfs,,,,
algo,rec_imactive_all_users_30d_orc,/recommend/hive/algo.db/rec_imactive_all_users_30d_orc,1.0825E+11,0.098453242,zhanghang,,zhanghang,hdfs,,,,
algo,rec_viewer_android_offline_push_stat_d_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_d_orc_new,29897622462,0.027191729,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_android_offline_push_stat_7d_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_7d_orc_new,55386824919,0.050374024,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_android_offline_push_stat_with_tz_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_with_tz_orc_new,1.35038E+11,0.122816727,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_all_offline_push_stat_d_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_d_orc,8.28975E+11,0.753948533,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_all_offline_push_stat_7d_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_7d_orc,6.88408E+11,0.626103053,penglinfeng,,penglinfeng,hdfs,,,,
algo,rec_viewer_all_offline_push_stat_with_tz_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_with_tz_orc,2.18514E+11,0.198737399,penglinfeng,,penglinfeng,hdfs,,,,
algo,user_countrycode_bak,/recommend/hive/algo.db/user_countrycode_bak,55976347143,0.050910191,alg_push,,jinzigang,hdfs,,,,
algo,like_user_rank_country_150,/recommend/hive/algo.db/like_user_rank_country_150,1409638731,0.001282059,jinzigang,,jinzigang,hdfs,,,,
algo,like_user_rank_county,/recommend/hive/algo.db/like_user_rank_county,1.00578E+11,0.091474766,jinzigang,,jinzigang,hdfs,,,,
algo,rec_like_new_star_banyun_orc_2,/recommend/hive/algo.db/rec_like_new_star_banyun_orc_2,67431387948,0.06132849,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_base_tmp_orc_2,/recommend/hive/algo.db/rec_like_new_star_base_tmp_orc_2,3.30071E+13,30.01979588,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_base_orc_2,/recommend/hive/algo.db/rec_like_new_star_base_orc_2,5.80693E+11,0.52813746,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_all_country_orc_2,/recommend/hive/algo.db/rec_like_new_star_all_country_orc_2,18194583,1.65479E-05,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_one_country_orc_2,/recommend/hive/algo.db/rec_like_new_star_one_country_orc_2,166612653,0.000151533,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_total_orc_2,/recommend/hive/algo.db/rec_like_new_star_total_orc_2,4.29808E+11,0.390908233,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,like_static_share_rate_rank_d,/recommend/hive/algo.db/like_static_share_rate_rank_d,176764209,0.000160766,jinzigang,,jinzigang,hdfs,,,,
algo,welog_tbl_video,/recommend/hive/algo.db/welog_tbl_video,5803482306,0.005278236,jinzigang,,jinzigang,hdfs,,,,
algo,like_static_weeklyhighlights_share_rank,/recommend/hive/algo.db/like_static_weeklyhighlights_share_rank,3758357145,0.003418206,jinzigang,,jinzigang,hdfs,,,,
algo,rec_like_new_star_yunying_uid_orc,/recommend/hive/algo.db/rec_like_new_star_yunying_uid_orc,3726,3.38878E-09,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_like_new_star_base_orc_2_1,/recommend/hive/algo.db/rec_like_new_star_base_orc_2_1,5.76948E+11,0.524731241,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_gift_7d_orc,/recommend/hive/algo.db/rec_live_user_gift_7d_orc,7531859322,0.006850186,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_gift_3d_orc,/recommend/hive/algo.db/rec_live_user_gift_3d_orc,4791507159,0.00435785,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_follow_7d_orc,/recommend/hive/algo.db/rec_live_user_follow_7d_orc,47120303952,0.042855667,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_follow_3d_orc,/recommend/hive/algo.db/rec_live_user_follow_3d_orc,26703763914,0.024286932,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_scene_user_enter_d_orc,/recommend/hive/algo.db/rec_live_scene_user_enter_d_orc,1.65732E+11,0.150732725,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_scene_user_enter_3d_orc,/recommend/hive/algo.db/rec_live_scene_user_enter_3d_orc,2.6309E+11,0.239279364,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_gift_7d_orc,/recommend/hive/algo.db/rec_live_broadcaster_gift_7d_orc,8474331039,0.007707359,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_follow_3d_orc,/recommend/hive/algo.db/rec_live_broadcaster_follow_3d_orc,47425239264,0.043133004,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_follow_7d_orc,/recommend/hive/algo.db/rec_live_broadcaster_follow_7d_orc,88964220345,0.080912487,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_gift_3d_orc,/recommend/hive/algo.db/rec_live_broadcaster_gift_3d_orc,4513968078,0.00410543,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_enter_3d_orc,/recommend/hive/algo.db/rec_live_broadcaster_enter_3d_orc,17387221095,0.015813585,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_enter_7d_orc,/recommend/hive/algo.db/rec_live_broadcaster_enter_7d_orc,27233336028,0.024768575,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_broadcaster_feature_d_part2_orc,/recommend/hive/algo.db/rec_live_broadcaster_feature_d_part2_orc,4.84033E+11,0.440225281,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_uid_abflag_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uid_abflag_d_orc,1.4921E+11,0.135706049,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_retention_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_retention_d_orc,157402005,0.000143156,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_preference_bean_kv_orc,/recommend/hive/algo.db/rec_live_user_preference_bean_kv_orc,28373219514,0.025805293,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_retention_7d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_retention_7d_orc,159666381,0.000145216,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_profile_orc,/recommend/hive/algo.db/rec_live_user_profile_orc,4.68376E+12,4.259851718,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_uid_abflag_detail_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_uid_abflag_detail_d_orc,2.00772E+11,0.182600847,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,like_first_entrance_data,/recommend/hive/algo.db/like_first_entrance_data,318673509,0.000289832,guoyishan,,guoyishan,hdfs,,,,
algo,rec_live_user_preference_lianmai_14d_orc,/recommend/hive/algo.db/rec_live_user_preference_lianmai_14d_orc,4.1891E+11,0.38099625,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_preference_lianmai_kv_orc,/recommend/hive/algo.db/rec_live_user_preference_lianmai_kv_orc,3.58176E+11,0.325759093,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,abflag_daily_report,/recommend/hive/algo.db/abflag_daily_report,4797420,4.36323E-06,guoyishan,,guoyishan,hdfs,,,,
algo,dw_ad_channel_info,/recommend/hive/algo.db/dw_ad_channel_info,171885348,0.000156329,guoyishan,,guoyishan,hdfs,,,,
algo,uid_gender_birthday_info,/recommend/hive/algo.db/uid_gender_birthday_info,4.76026E+12,4.329431078,guoyishan,,guoyishan,hdfs,,,,
algo,rec_like_video_user_region_statis,/recommend/hive/algo.db/rec_like_video_user_region_statis,51848830722,0.047156237,diaozhaoshuo,,diaozhaoshuo,hdfs,,,,
algo,rec_like_video_refer_statis,/recommend/hive/algo.db/rec_like_video_refer_statis,1.00649E+11,0.091539712,diaozhaoshuo,,diaozhaoshuo,hdfs,,,,
algo,dw_video_action_day,/recommend/hive/algo.db/dw_video_action_day,7.449E+11,0.677483055,guoyishan,,guoyishan,hdfs,,,,
algo,like_user_rank_live_country_rate_v2,/recommend/hive/algo.db/like_user_rank_live_country_rate_v2,435,3.9563E-10,jinzigang,,jinzigang,hdfs,,,,
algo,rec_bigolive_abtest_uid_abflag_detail_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_uid_abflag_detail_h_orc,3.17727E+11,0.288971137,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_uid_abflag_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uid_abflag_h_orc,2.97908E+11,0.270945935,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_uv_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uv_h_orc,2889509934,0.002627994,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_stay_all_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_stay_all_h_orc,5576455395,0.005071757,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,gys_bigv_user_level_list,/recommend/hive/algo.db/gys_bigv_user_level_list,4.81172E+12,4.376230807,guoyishan,,guoyishan,hdfs,,,,
algo,country_id_to_country_region,/recommend/hive/algo.db/country_id_to_country_region,7629,6.93854E-09,jinzigang,,jinzigang,hdfs,,,,
algo,alg_wl_cf_prepare_data_pre,/recommend/hive/algo.db/alg_wl_cf_prepare_data_pre,2.8582E+13,25.99515241,alg_stat,,alg_stat,hdfs,,,,
algo,alg_wl_cf_prepare_data,/recommend/hive/algo.db/alg_wl_cf_prepare_data,1.56586E+13,14.24145271,alg_stat,,alg_stat,hdfs,,,,
algo,dm_like_dispatch_video,/recommend/hive/algo.db/dm_like_dispatch_video,65353104,5.94383E-05,guoyishan,,guoyishan,hdfs,,,,
algo,like_video_hot_play_d,/recommend/hive/algo.db/like_video_hot_play_d,4.58184E+12,4.167158747,zhanghang,,zhanghang,hdfs,,,,
algo,rec_bigolive_uid_room_id_orc,/recommend/hive/algo.db/rec_bigolive_uid_room_id_orc,6.44044E+12,5.857545165,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_gift_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_gift_v2_orc,19988843229,0.018179747,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_broadcaster_gift_v2_orc,/recommend/hive/algo.db/rec_bigolive_broadcaster_gift_v2_orc,3219667389,0.00292827,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_broadcaster_follow_v2_orc,/recommend/hive/algo.db/rec_bigolive_broadcaster_follow_v2_orc,36346901064,0.033057314,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_follow_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_follow_v2_orc,3.6226E+11,0.329473114,gaobo,,gaobo,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_micklink_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_micklink_v2_orc,58264219401,0.052990999,gaobo,,gaobo,hdfs,,,,
algo,sqoop_country_registe_stat_v2,/recommend/hive/algo.db/sqoop_country_registe_stat_v2,697154616,0.000634058,guoyishan,,guoyishan,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_stay_detail_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_stay_detail_v2_orc,3.78699E+13,34.44247557,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_stay_v2_tmp1_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_stay_v2_tmp1_orc,4.21243E+12,3.831183063,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_stay_v2_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_stay_v2_orc,3.94056E+12,3.583922428,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_broadcaster_stay_v2_orc,/recommend/hive/algo.db/rec_bigolive_broadcaster_stay_v2_orc,11915434950,0.010837025,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,dm_country_registe0_stat,/recommend/hive/algo.db/dm_country_registe0_stat,66022062,6.00467E-05,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe3_stat,/recommend/hive/algo.db/dm_country_registe3_stat,60228852,5.47778E-05,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe4_stat,/recommend/hive/algo.db/dm_country_registe4_stat,59337186,5.39669E-05,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe2_stat,/recommend/hive/algo.db/dm_country_registe2_stat,61576329,5.60033E-05,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe5_stat,/recommend/hive/algo.db/dm_country_registe5_stat,58744221,5.34276E-05,guoyishan,,guoyishan,hdfs,,,,
algo,dm_country_registe1_stat,/recommend/hive/algo.db/dm_country_registe1_stat,64045620,5.82492E-05,guoyishan,,guoyishan,hdfs,,,,
algo,app_ab_threshold_remain,/recommend/hive/algo.db/app_ab_threshold_remain,5509575,5.01093E-06,guoyishan,,guoyishan,hdfs,,,,
algo,dw_like_all_video_content,/recommend/hive/algo.db/dw_like_all_video_content,1.61154E+12,1.465689238,pengyijin2,,pengyijin2,hdfs,,,,
algo,dw_app_abtest_list,/recommend/hive/algo.db/dw_app_abtest_list,1.52571E+13,13.87622743,guoyishan,,guoyishan,hdfs,,,,
algo,app_ab_threshold_act,/recommend/hive/algo.db/app_ab_threshold_act,13457934,1.22399E-05,guoyishan,,guoyishan,hdfs,,,,
algo,dw_video_cover_dynamic_orc,/recommend/hive/algo.db/dw_video_cover_dynamic_orc,1.91983E+13,17.46077251,guoyishan,,guoyishan,hdfs,,,,
algo,rec_bigolive_abtest_domain_uv_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_uv_d_orc,185392434,0.000168613,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_bean_all_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_bean_all_d_orc,317404347,0.000288678,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_follow_all_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_follow_all_d_orc,257630721,0.000234314,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_stay_all_d_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_stay_all_d_orc,335650011,0.000305272,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,bigo_like_video_comment,/recommend/hive/algo.db/bigo_like_video_comment,444777093,0.000404522,lijiankou,,lijiankou,hdfs,,,,
algo,india_states_geohash_p7,/recommend/hive/algo.db/india_states_geohash_p7,9531037920,0.008668428,pengyijin2,,pengyijin2,hdfs,,,,
algo,india_state_city_geohash_p7,/recommend/hive/algo.db/india_state_city_geohash_p7,15340582461,0.013952178,pengyijin2,,pengyijin2,hdfs,,,,
algo,web_tbl_user_client_info_all,/recommend/hive/algo.db/web_tbl_user_client_info_all,1.27017E+12,1.155212479,alg_stat,,alg_stat,hdfs,,,,
algo,bigo_like_video_click_displayed,/recommend/hive/algo.db/bigo_like_video_click_displayed,35993166,3.27356E-05,lijiankou,,lijiankou,hdfs,,,,
algo,india_state_info,/recommend/hive/algo.db/india_state_info,9234,8.39827E-09,guoyishan,,guoyishan,hdfs,,,,
algo,operator_push_tableau,/recommend/hive/algo.db/operator_push_tableau,245934621,0.000223676,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,india_state_city_v2,/recommend/hive/algo.db/india_state_city_v2,284487,2.58739E-07,pengyijin2,,pengyijin2,hdfs,,,,
algo,mau_uid,/recommend/hive/algo.db/mau_uid,5.7719E+12,5.249514713,zhanghang,,zhanghang,hdfs,,,,
algo,rec_bigolive_abtest_domain_report_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_report_d_v2_orc,407676072,0.000370779,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_stay_h_v2_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_stay_h_v2_orc,4792553376,0.004358802,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_abtest_domain_report_h_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_report_h_orc,15260748420,0.01387957,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,dm_push_msgtype208_remain1_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_remain1_abtest_v2,39396462,3.58309E-05,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_finished_playtimes_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_finished_playtimes_abtest_v2,2793034584,0.00254025,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_dispclick_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_dispclick_abtest_v2,3408494070,0.003100007,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_dispclick_finishedvv_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_dispclick_finishedvv_abtest_v2,4556561415,0.004144168,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,dm_push_msgtype208_dispclick_finishedvv_hourtime_abtest_v2,/recommend/hive/algo.db/dm_push_msgtype208_dispclick_finishedvv_hourtime_abtest_v2,6421751433,0.005840549,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,welog_popular_poster_dispatch_count,/recommend/hive/algo.db/welog_popular_poster_dispatch_count,18574676760,0.01689357,alg_stat,,alg_stat,hdfs,,,,
algo,rec_bigolive_abtest_domain_follow_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_abtest_domain_follow_d_v2_orc,226013031,0.000205558,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,welog_tbl_video_event,/recommend/hive/algo.db/welog_tbl_video_event,13064058,1.18817E-05,jinzigang,,jinzigang,hdfs,,,,
algo,user_countrycode,/recommend/hive/algo.db/user_countrycode,1.62198E+12,1.475183425,jinzigang,,jinzigang,hdfs,,,,
algo,like_all_push_msgtype_contenttype_hourtime,/recommend/hive/algo.db/like_all_push_msgtype_contenttype_hourtime,321812949,0.000292687,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_all_push_msgtype_group_hourtime,/recommend/hive/algo.db/like_all_push_msgtype_group_hourtime,17213901,1.5656E-05,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_all_push_msgtype_hourtime,/recommend/hive/algo.db/like_all_push_msgtype_hourtime,77298153,7.03023E-05,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,rec_live_user_preference_country_v2_orc,/recommend/hive/algo.db/rec_live_user_preference_country_v2_orc,5.50913E+11,0.501052346,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_live_user_preference_country_kv_v2_orc,/recommend/hive/algo.db/rec_live_user_preference_country_kv_v2_orc,55023386988,0.050043479,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,dm_hot_strategy_score_day,/recommend/hive/algo.db/dm_hot_strategy_score_day,20415303,1.85676E-05,guoyishan,,guoyishan,hdfs,,,,
algo,rec_bigolive_viewer_broadcaster_micklink_detail_orc,/recommend/hive/algo.db/rec_bigolive_viewer_broadcaster_micklink_detail_orc,1.27448E+11,0.115913297,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_tmp_d_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_tmp_d_orc,2.38286E+13,21.67202873,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,like_push_down_msgtype_hourtime,/recommend/hive/algo.db/like_push_down_msgtype_hourtime,76568673,6.96388E-05,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_push_down_msgtype_group_hourtime,/recommend/hive/algo.db/like_push_down_msgtype_group_hourtime,17165673,1.56121E-05,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,rec_bigolive_seed_neg_sample_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_neg_sample_d_v1_orc,1.98088E+13,18.01599214,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_d_orc,4.25424E+12,3.869209189,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_4d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_4d_orc,1.46813E+13,13.35258447,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_7d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_7d_orc,2.42091E+13,22.01806127,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_0d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_0d_orc,4.66051E+12,4.238713529,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_2d_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_2d_orc,7.91175E+12,7.195694574,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_pos_sample_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_pos_sample_d_v1_orc,1.58946E+12,1.445603734,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_staytime_feature_orc,/recommend/hive/algo.db/rec_bigolive_staytime_feature_orc,38475567723,0.034993325,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_miclink_feature_orc,/recommend/hive/algo.db/rec_bigolive_miclink_feature_orc,17603279925,0.01601009,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_follow_feature_orc,/recommend/hive/algo.db/rec_bigolive_follow_feature_orc,61829667366,0.056233755,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_gift_feature_orc,/recommend/hive/algo.db/rec_bigolive_gift_feature_orc,8302156320,0.007550767,chenchengjia,,chenchengjia,hdfs,,day=yyyy-mm-dd,45,done
algo,rec_bigolive_seed_neg_sample_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_neg_sample_d_v2_orc,1.47746E+12,1.343744015,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,push_disp_click_all_dimension,/recommend/hive/algo.db/push_disp_click_all_dimension,82292526603,0.074844617,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,push_click_play_all_dimension,/recommend/hive/algo.db/push_click_play_all_dimension,20683534239,0.018811565,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,push_disp_click_play_all_dimension,/recommend/hive/algo.db/push_disp_click_play_all_dimension,27360935298,0.024884626,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,rec_bigolive_seed_recall_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_recall_v1_orc,1.19614E+13,10.87882132,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_pos_sample_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_pos_sample_d_v2_orc,3.99873E+11,0.363682306,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_d_v2_orc,3.33543E+12,3.03355521,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_d_v1_orc,2.63623E+13,23.97635953,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_lr_d_v2_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_lr_d_v2_orc,5.10089E+12,4.639233638,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_sample_feature_lr_d_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_sample_feature_lr_d_v1_orc,1.10224E+13,10.02485677,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_score_recall_tmp_orc,/recommend/hive/algo.db/rec_bigolive_seed_score_recall_tmp_orc,59323740210,0.053954627,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_score_recall_kv_orc,/recommend/hive/algo.db/rec_bigolive_seed_score_recall_kv_orc,1.03792E+13,9.439827319,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,rec_bigolive_seed_feature_recall_v1_orc,/recommend/hive/algo.db/rec_bigolive_seed_feature_recall_v1_orc,2.26007E+13,20.55522531,chenhuafeng,,chenhuafeng,hdfs,,,,
algo,welog_popular_video_dispatch_count,/recommend/hive/algo.db/welog_popular_video_dispatch_count,1645946259,0.001496979,alg_stat,,alg_stat,hdfs,,,,
algo,bigolive_click_cnt_h_basic_orc,/recommend/hive/algo.db/bigolive_click_cnt_h_basic_orc,37442089002,0.034053382,lixinqi,,lixinqi,hdfs,,,,
algo,rec_like_dispatch_orc,/recommend/hive/algo.db/rec_like_dispatch_orc,2.82753E+14,257.1625955,tangyun,,tangyun,hdfs,,day=yyyy-mm-dd,90,done
algo,operator_push_info_mid,/recommend/hive/algo.db/operator_push_info_mid,1152,1.04774E-09,wangtianyu,,wangtianyu,hdfs,,,,
algo,like_rec_video_stats,/recommend/hive/algo.db/like_rec_video_stats,2.21854E+13,20.17748642,pengyijin2,,pengyijin2,hdfs,,day=yyyy-mm-dd,92,done
algo,geohash_dict,/recommend/hive/algo.db/geohash_dict,419616357,0.000381639,zhanghang,,zhanghang,hdfs,,,,
