库名,表名,路径,du B,du TB,使用者,业务线,目录属主,目录属组,文件数量,分区格式,保留周期（天）,已配置TTL
algo,like_video_keyword_rank_20200401_backup,/recommend/hive/algo.db/like_video_keyword_rank_20200401_backup,5784606942,0.005261069,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_mdh_strategy_day_mix,/recommend/hive/algo.db/like_mdh_strategy_day_mix,243802170,0.000221737,maidonghua,,maidonghua,hdfs,,,,
algo,like_mdh_strategy_day_daily,/recommend/hive/algo.db/like_mdh_strategy_day_daily,7022802567,0.006387202,maidonghua,,maidonghua,hdfs,,,,
algo,like_hashtag_51k,/recommend/hive/algo.db/like_hashtag_51k,1297698,1.18025E-06,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_live_push_effective_click_temp,/recommend/hive/algo.db/like_live_push_effective_click_temp,3711627,3.37571E-06,yinjun,,yinjun,hdfs,,,,
algo,like_live_push_poster_effective_cl_stat,/recommend/hive/algo.db/like_live_push_poster_effective_cl_stat,1225654020,0.001114726,alg_push,,alg_push,hdfs,,,,
algo,like_mdh_ee_poster_region,/recommend/hive/algo.db/like_mdh_ee_poster_region,1285986,1.1696E-06,maidonghua,,maidonghua,hdfs,,,,
algo,bigo_likee_user_profile_chenwei_tmp_filter_score_tag_exposure_list_subjective_rare_cw_hashtag_cluster,/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_filter_score_tag_exposure_list_subjective_rare_cw_hashtag_cluster,13750233465,0.012505764,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_train_subjective_rare_cw_hashtag_cluster,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_train_subjective_rare_cw_hashtag_cluster,1524927510,0.001386913,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,liyihetestsql,/recommend/hive/algo.db/liyihetestsql,32406213126,0.029473279,liyihe,,liyihe,hdfs,,,,
algo,likee_live_intimacy_top,/recommend/hive/algo.db/likee_live_intimacy_top,6.69407E+11,0.608822517,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,bigo_like_user_profile_age_gender_feature_idx_train,/recommend/hive/algo.db/bigo_like_user_profile_age_gender_feature_idx_train,1.02653E+11,0.093362811,taoriming,,taoriming,hdfs,,,,
algo,likee_live_intimacy2codis,/recommend/hive/algo.db/likee_live_intimacy2codis,5.18098E+11,0.471207258,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,bigo_likee_user_profile_chenwei_tmp_filter_score_tag_exposure_list_subjective_rare,/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_filter_score_tag_exposure_list_subjective_rare,21998856888,0.020007844,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_live_user_profile_nonadult_pred,/recommend/hive/algo.db/bigo_live_user_profile_nonadult_pred,239083815,0.000217445,taoriming,,taoriming,hdfs,,,,
algo,bigo_likee_user_profile_tag_without_tfidf_bayes_res_v3,/recommend/hive/algo.db/bigo_likee_user_profile_tag_without_tfidf_bayes_res_v3,5921883,5.38592E-06,changdebao,,changdebao,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_train_subjective_rare,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_train_subjective_rare,16832633958,0.015309191,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,likee_live_intimacy_push_u_valid_watch_time,/recommend/hive/algo.db/likee_live_intimacy_push_u_valid_watch_time,51621065037,0.046949085,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,likee_live_intimacy_push_ub_send_gift_cnt,/recommend/hive/algo.db/likee_live_intimacy_push_ub_send_gift_cnt,25332217212,0.023039517,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,likee_live_intimacy_push_ub_watch_time,/recommend/hive/algo.db/likee_live_intimacy_push_ub_watch_time,4.19138E+12,3.81204194,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,likee_live_intimacy_push_u_total_watch_time,/recommend/hive/algo.db/likee_live_intimacy_push_u_total_watch_time,39806468844,0.036203773,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,likee_live_intimacy_push_uid,/recommend/hive/algo.db/likee_live_intimacy_push_uid,32019584142,0.029121642,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,like_video_keyword_rank_20200402_backup,/recommend/hive/algo.db/like_video_keyword_rank_20200402_backup,1975813872,0.001796992,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,uidxx_country_os_push_notification_close_info,/recommend/hive/algo.db/uidxx_country_os_push_notification_close_info,1536116994,0.00139709,zhangyuhui,,zhangyuhui,hdfs,,,,
algo,like_live_push_poster_effective_cl_score,/recommend/hive/algo.db/like_live_push_poster_effective_cl_score,2772312939,0.002521404,yinjun,,yinjun,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_all,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_all,19124011350,0.017393187,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,send_217_push_day,/recommend/hive/algo.db/send_217_push_day,33009148410,0.030021646,yinjun,,yinjun,hdfs,,,,
algo,bigo_likee_user_profile_chenwei_tmp_tag_sim_subjective_rare_cw_hashtag_cluster,/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_tag_sim_subjective_rare_cw_hashtag_cluster,3861713427,0.003512208,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,chenwei_tmp_bucket_cw_hashtag_cluster,/recommend/hive/algo.db/chenwei_tmp_bucket_cw_hashtag_cluster,423006483,0.000384722,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,action_score_like_live_push_score_v3,/recommend/hive/algo.db/action_score_like_live_push_score_v3,3.25306E+12,2.958638191,yinjun,,yinjun,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_all_cw_hashtag_cluster,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_predict_subjective_rare_all_cw_hashtag_cluster,1366631778,0.001242944,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_like_user_profile_age_gender_cv_action_pred_test,/recommend/hive/algo.db/bigo_like_user_profile_age_gender_cv_action_pred_test,395318748,0.00035954,taoriming,,taoriming,hdfs,,,,
algo,bigo_like_user_profile_age_gender_cv_pred,/recommend/hive/algo.db/bigo_like_user_profile_age_gender_cv_pred,2263299483,0.002058459,taoriming,,taoriming,hdfs,,,,
algo,live_active_cl_test,/recommend/hive/algo.db/live_active_cl_test,50463095091,0.045895918,yinjun,,yinjun,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare_all,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare_all,24500005749,0.022282625,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_like_text_train_data_zxl,/recommend/hive/algo.db/bigo_like_text_train_data_zxl,45047057823,0.04097006,zhangxilun,,zhangxilun,hdfs,,,,
algo,bigo_likee_user_profile_chenwei_tmp_tag_sim_subjective_rare,/recommend/hive/algo.db/bigo_likee_user_profile_chenwei_tmp_tag_sim_subjective_rare,1971138,1.79274E-06,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,chenwei_tmp_bucket,/recommend/hive/algo.db/chenwei_tmp_bucket,2037576420,0.001853165,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,humantags_russia_features,/recommend/hive/algo.db/humantags_russia_features,41803280187,0.038019862,wangxiaonan,,wangxiaonan,hdfs,,,,
algo,humantags_india_features,/recommend/hive/algo.db/humantags_india_features,,,wangxiaonan,,wangxiaonan,hdfs,,,,
algo,bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare_all_cw_hashtag_cluster,/recommend/hive/algo.db/bigo_likee_user_profile_bayes_tfidf_evaluate_subjective_rare_all_cw_hashtag_cluster,1919614494,0.001745879,chenwei.tom,,chenwei.tom,hdfs,,,,
algo,bigo_likee_user_profile_predict_base_item_cf_check_tmp,/recommend/hive/algo.db/bigo_likee_user_profile_predict_base_item_cf_check_tmp,71589,6.51098E-08,changdebao,,changdebao,hdfs,,,,
algo,bigolive_tieba_graph_embedding2_orc,/recommend/hive/algo.db/bigolive_tieba_graph_embedding2_orc,29311632,2.66588E-05,zhangyongchi,,zhangyongchi,hdfs,,,,
algo,action_score_like_live_push_online_v2,/recommend/hive/algo.db/action_score_like_live_push_online_v2,8.72855E+12,7.938573455,alg_push,,alg_push,hdfs,,,,
algo,like_hashtag_pure_1k,/recommend/hive/algo.db/like_hashtag_pure_1k,138639,1.26091E-07,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_activity_monitor_web,/recommend/hive/algo.db/like_activity_monitor_web,645194877,0.000586801,wangyajun,,wangyajun,hdfs,,,,
algo,like_search_video_hashtag_20200402,/recommend/hive/algo.db/like_search_video_hashtag_20200402,50375698239,0.045816431,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_hashtag_segment_20200402,/recommend/hive/algo.db/like_search_video_hashtag_segment_20200402,50330624904,0.045775437,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_term_user_msg_text_20200402,/recommend/hive/algo.db/like_search_term_user_msg_text_20200402,19223043513,0.017483256,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_term_user_msg_text_head_20200402,/recommend/hive/algo.db/like_search_term_user_msg_text_head_20200402,15714029820,0.014291827,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_keyword_20200402,/recommend/hive/algo.db/like_search_video_keyword_20200402,,,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_tag_20200402,/recommend/hive/algo.db/like_search_video_tag_20200402,4541794578,0.004130738,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_music_title_20200402,/recommend/hive/algo.db/like_search_video_music_title_20200402,3744859248,0.00340593,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_20200402,/recommend/hive/algo.db/like_search_field_20200402,14052315462,0.012780506,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_hashtag_20200401,/recommend/hive/algo.db/like_search_video_hashtag_20200401,50372239272,0.045813285,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_hashtag_segment_20200401,/recommend/hive/algo.db/like_search_video_hashtag_segment_20200401,,,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_term_user_msg_text_20200401,/recommend/hive/algo.db/like_search_term_user_msg_text_20200401,19227366834,0.017487188,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_term_user_msg_text_head_20200401,/recommend/hive/algo.db/like_search_term_user_msg_text_head_20200401,13481747070,0.012261578,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_keyword_20200401,/recommend/hive/algo.db/like_search_video_keyword_20200401,,,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_tag_20200401,/recommend/hive/algo.db/like_search_video_tag_20200401,,,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_video_music_title_20200401,/recommend/hive/algo.db/like_search_video_music_title_20200401,3744404517,0.003405516,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_20200401,/recommend/hive/algo.db/like_search_field_20200401,12162658884,0.011061874,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_video_msg_text_parse_pend_union,/recommend/hive/algo.db/like_video_msg_text_parse_pend_union,8.79709E+11,0.800090664,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,tmp_push_daily_schedule,/recommend/hive/algo.db/tmp_push_daily_schedule,1.21121E+11,0.110158475,liangjiabiao,,liangjiabiao,hdfs,,,,
algo,likee_live_online_uid,/recommend/hive/algo.db/likee_live_online_uid,447477,4.06978E-07,chenjianglong,,chenjianglong,hdfs,,,,
algo,bigo_likee_user_profile_tag_v4_with_predict,/recommend/hive/algo.db/bigo_likee_user_profile_tag_v4_with_predict,6.93001E+11,0.630281066,changdebao,,changdebao,hdfs,,,,
algo,likee_live_hot_push_total_watch_time,/recommend/hive/algo.db/likee_live_hot_push_total_watch_time,43428983295,0.03949843,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,likee_live_hot_push_send_gift_cnt,/recommend/hive/algo.db/likee_live_hot_push_send_gift_cnt,36059920749,0.032796307,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,likee_live_hot_push_valid_watch_time,/recommend/hive/algo.db/likee_live_hot_push_valid_watch_time,55354109943,0.05034427,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,like_search_field_es_response_europe_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_europe_20200401_test,47577918,4.32719E-05,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_america_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_america_20200401_test,84855978,7.71761E-05,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_ptu_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_ptu_20200401_test,188861604,0.000171769,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_spanish_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_spanish_20200401_test,300889668,0.000273658,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_idi_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_idi_20200401_test,989101029,0.000899582,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_india_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_india_20200401_test,1562110086,0.001420731,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_russia_20200401_test,/recommend/hive/algo.db/like_search_field_es_response_russia_20200401_test,1695015630,0.001541608,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_spanish_20200401,/recommend/hive/algo.db/like_search_field_es_response_spanish_20200401,300889764,0.000273658,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_idi_20200401,/recommend/hive/algo.db/like_search_field_es_response_idi_20200401,989100831,0.000899582,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_ptu_20200401,/recommend/hive/algo.db/like_search_field_es_response_ptu_20200401,188861916,0.000171769,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_india_20200401,/recommend/hive/algo.db/like_search_field_es_response_india_20200401,1562110125,0.001420731,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_europe_20200401,/recommend/hive/algo.db/like_search_field_es_response_europe_20200401,47577960,4.32719E-05,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_america_20200401,/recommend/hive/algo.db/like_search_field_es_response_america_20200401,84855633,7.71757E-05,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_search_field_es_response_russia_20200401,/recommend/hive/algo.db/like_search_field_es_response_russia_20200401,1695015345,0.001541607,zhangxilun,,zhangxilun,hdfs,,,,
algo,dwd_all_operate_active_m,/recommend/hive/algo.db/dwd_all_operate_active_m,47194957011,0.042923563,laiyukang,,laiyukang,hdfs,,,,
algo,likee_live_hot_push_time,/recommend/hive/algo.db/likee_live_hot_push_time,,,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,dwd_all_operate_active_30d,/recommend/hive/algo.db/dwd_all_operate_active_30d,3.46433E+11,0.315078536,laiyukang,,laiyukang,hdfs,,,,
algo,likee_live_hot_push_time_v1,/recommend/hive/algo.db/likee_live_hot_push_time_v1,958562736,0.000871808,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,bigolive_tieba_graph_embedding_orc,/recommend/hive/algo.db/bigolive_tieba_graph_embedding_orc,825642441,0.000750917,zhangyongchi,,zhangyongchi,hdfs,,,,
algo,like_keyword_comment_text_20200406_err_backup,/recommend/hive/algo.db/like_keyword_comment_text_20200406_err_backup,2.49677E+11,0.227079534,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_20200405_backup,/recommend/hive/algo.db/like_video_keyword_rank_20200405_backup,2011803135,0.001829724,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_langdetect_20200425_valid_backup,/recommend/hive/algo.db/like_video_comment_text_langdetect_20200425_valid_backup,2.38251E+12,2.166879346,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigolive_tieba_sample_feature_deepfm_output_test,/recommend/hive/algo.db/bigolive_tieba_sample_feature_deepfm_output_test,44941465695,0.040874025,chenhuafeng1,,chenhuafeng1,hdfs,,,,
algo,like_video_comment_text_parse_pend_correct_cols_6,/recommend/hive/algo.db/like_video_comment_text_parse_pend_correct_cols_6,4.37003E+12,3.974523297,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_parse_pend_correct_cols_5,/recommend/hive/algo.db/like_video_comment_text_parse_pend_correct_cols_5,4.37003E+12,3.974523297,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_parse_pend_correct_cols_7,/recommend/hive/algo.db/like_video_comment_text_parse_pend_correct_cols_7,4.37003E+12,3.974523297,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_parse_pend_correct_cols_8,/recommend/hive/algo.db/like_video_comment_text_parse_pend_correct_cols_8,4.37003E+12,3.974523297,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_parse_pend_correct_cols_9,/recommend/hive/algo.db/like_video_comment_text_parse_pend_correct_cols_9,4.37003E+12,3.974523297,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_pend_2,/recommend/hive/algo.db/like_video_keyword_basic_pend_2,4408131972,0.004009173,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_comment_text_parse_for_keyword,/recommend/hive/algo.db/like_video_comment_text_parse_for_keyword,4.54397E+11,0.413271484,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_pend_4,/recommend/hive/algo.db/like_video_keyword_rank_pend_4,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_pend_1,/recommend/hive/algo.db/like_video_keyword_basic_pend_1,3660913974,0.003329582,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_pend_3,/recommend/hive/algo.db/like_video_keyword_basic_pend_3,4677531606,0.00425419,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_pend_1,/recommend/hive/algo.db/like_video_keyword_rank_pend_1,5040139566,0.00458398,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_pend_2,/recommend/hive/algo.db/like_video_keyword_rank_pend_2,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_pend_5,/recommend/hive/algo.db/like_video_keyword_rank_pend_5,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_pend_5,/recommend/hive/algo.db/like_video_keyword_basic_pend_5,4933010925,0.004486547,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_pend_3,/recommend/hive/algo.db/like_video_keyword_rank_pend_3,,,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_comment_text_20200410_backup,/recommend/hive/algo.db/like_keyword_comment_text_20200410_backup,2.79196E+11,0.253926919,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_pend_4,/recommend/hive/algo.db/like_video_keyword_basic_pend_4,5060666607,0.004602649,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_rank_20200407_backup,/recommend/hive/algo.db/like_video_keyword_rank_20200407_backup,5491383330,0.004994384,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_20200407_backup,/recommend/hive/algo.db/like_video_keyword_basic_20200407_backup,21513139827,0.019566087,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_video_keyword_basic_debug,/recommend/hive/algo.db/like_video_keyword_basic_debug,2824375302,0.002568754,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_reason_analysis_retention_new_user_v10,/recommend/hive/algo.db/like_reason_analysis_retention_new_user_v10,1521806610,0.001384075,wangyajun,,wangyajun,hdfs,,,,
algo,humantags_russia_07042020_train,/recommend/hive/algo.db/humantags_russia_07042020_train,2557986639,0.002326475,wangchunming,,wangchunming,hdfs,,,,
algo,humantags_russia_07042020_test,/recommend/hive/algo.db/humantags_russia_07042020_test,556942335,0.000506536,wangchunming,,wangchunming,hdfs,,,,
algo,humantags_russia_07042020_validation,/recommend/hive/algo.db/humantags_russia_07042020_validation,297357633,0.000270445,wangchunming,,wangchunming,hdfs,,,,
algo,skyzhang_homepage_uv,/recommend/hive/algo.db/skyzhang_homepage_uv,15809088,1.43783E-05,zhangzhuang,,zhangzhuang,hdfs,,,,
algo,likee_live_hot_boost_uid_list,/recommend/hive/algo.db/likee_live_hot_boost_uid_list,3164980461,0.002878533,pengguoqiang,,pengguoqiang,hdfs,,,,
algo,likee_live_hot_push_time_v2,/recommend/hive/algo.db/likee_live_hot_push_time_v2,84867846894,0.077186857,zhangxuanhan,,zhangxuanhan,hdfs,,,,
algo,like_yoga_recommend_list_dispatch_follow,/recommend/hive/algo.db/like_yoga_recommend_list_dispatch_follow,,,huangyoujia,,huangyoujia,hdfs,,,,
algo,like_mdh_poster_fans_type_v1,/recommend/hive/algo.db/like_mdh_poster_fans_type_v1,82472973108,0.075008732,maidonghua,,maidonghua,hdfs,,,,
algo,liyihetest,/recommend/hive/algo.db/liyihetest,5362007097,0.004876717,liyihe,,liyihe,hdfs,,,,
algo,bigolive_push_active_hour_incr_v3_tourist_new,/recommend/hive/algo.db/bigolive_push_active_hour_incr_v3_tourist_new,5244190248,0.004769563,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,like_mdh_poster_fans_type,/recommend/hive/algo.db/like_mdh_poster_fans_type,8.97066E+11,0.815877102,maidonghua,,maidonghua,hdfs,,day=yyyy-mm-dd,365,done
algo,bigolive_push_active_hour_incr_v3_register_new,/recommend/hive/algo.db/bigolive_push_active_hour_incr_v3_register_new,2764730544,0.002514508,alg_bigolive,,alg_bigolive,hdfs,,,,
algo,like_mdh_poster_fans_type_consume,/recommend/hive/algo.db/like_mdh_poster_fans_type_consume,1.2695E+12,1.154601578,maidonghua,,maidonghua,hdfs,,day=yyyy-mm-dd,365,done
algo,like_mdh_poster_fans_type_new,/recommend/hive/algo.db/like_mdh_poster_fans_type_new,9.06957E+11,0.824872259,maidonghua,,maidonghua,hdfs,,day=yyyy-mm-dd,365,done
algo,like_keyword_msg_text_hashtag_debug,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_debug,39162,3.56176E-08,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigolive_tieba_upost_pair,/recommend/hive/algo.db/bigolive_tieba_upost_pair,1458736677,0.001326713,zhangyongchi,,zhangyongchi,hdfs,,,,
algo,bigo_likee_user_profile_pm_check_results_tag,/recommend/hive/algo.db/bigo_likee_user_profile_pm_check_results_tag,50340567,4.57845E-05,changdebao,,changdebao,hdfs,,,,
algo,bigolive_tieba_upost_pair2,/recommend/hive/algo.db/bigolive_tieba_upost_pair2,1381261710,0.00125625,zhangyongchi,,zhangyongchi,hdfs,,,,
algo,like_yoga_recommend_list_poster_summary,/recommend/hive/algo.db/like_yoga_recommend_list_poster_summary,38790,3.52793E-08,huangyoujia,,huangyoujia,hdfs,,,,
algo,dws_all_operate_active_30d,/recommend/hive/algo.db/dws_all_operate_active_30d,1.41602E+12,1.287859976,laiyukang,,laiyukang,hdfs,,,,
algo,like_keyword_msg_text_hashtag_pend_1,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_pend_1,3355271196,0.003051601,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,cvtags_russia_features,/recommend/hive/algo.db/cvtags_russia_features,3442030092,0.003130508,wangchunming,,wangchunming,hdfs,,,,
algo,dm_bvt_face_ab_test_1025_producedevicetype_v1_top50,/recommend/hive/algo.db/dm_bvt_face_ab_test_1025_producedevicetype_v1_top50,21711,1.9746E-08,wangjundong,,wangjundong,hdfs,,,,
algo,like_keyword_msg_text_hashtag_pend_5,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_pend_5,3994394046,0.00363288,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,dm_bvt_face_ab_test_1025_producedevicetype_v2_top50,/recommend/hive/algo.db/dm_bvt_face_ab_test_1025_producedevicetype_v2_top50,142278,1.29401E-07,wangjundong,,wangjundong,hdfs,,,,
algo,like_keyword_msg_text_hashtag_pend_2,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_pend_2,3927336312,0.003571892,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_msg_text_hashtag_pend_3,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_pend_3,4081107810,0.003711746,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_msg_text_hashtag_pend_4,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_pend_4,4081710093,0.003712294,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,humantags_russia_07042020_train_with_cv,/recommend/hive/algo.db/humantags_russia_07042020_train_with_cv,2724555588,0.002477969,wangchunming,,wangchunming,hdfs,,,,
algo,like_keyword_msg_text_debug,/recommend/hive/algo.db/like_keyword_msg_text_debug,26817731004,0.024390584,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_text_video_train_data_zxl,/recommend/hive/algo.db/like_text_video_train_data_zxl,,,zhangxilun,,zhangxilun,hdfs,,,,
algo,hashtag_video_relevance_score,/recommend/hive/algo.db/hashtag_video_relevance_score,535163751,0.000486729,wangxiaonan,,wangxiaonan,hdfs,,,,
algo,hashtag_video_relevance_score_daily,/recommend/hive/algo.db/hashtag_video_relevance_score_daily,3205604133,0.00291548,wangxiaonan,,wangxiaonan,hdfs,,,,
algo,like_keyword_title_text_hashtag_pend_3,/recommend/hive/algo.db/like_keyword_title_text_hashtag_pend_3,2979376023,0.002709727,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_title_text_hashtag_pend_1,/recommend/hive/algo.db/like_keyword_title_text_hashtag_pend_1,2508721296,0.002281669,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_title_text_hashtag_pend_4,/recommend/hive/algo.db/like_keyword_title_text_hashtag_pend_4,2807807676,0.002553686,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_title_text_hashtag_pend_2,/recommend/hive/algo.db/like_keyword_title_text_hashtag_pend_2,2925946803,0.002661133,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,like_keyword_title_text_hashtag_pend_5,/recommend/hive/algo.db/like_keyword_title_text_hashtag_pend_5,2781532167,0.002529789,tohzhiqiang,,tohzhiqiang,hdfs,,,,
algo,bigolive_tieba_upost_pair3,/recommend/hive/algo.db/bigolive_tieba_upost_pair3,2.24398E+11,0.204088933,zhangyongchi,,zhangyongchi,hdfs,,,,
algo,hashtag_video_relevance_score_daily_tmp,/recommend/hive/algo.db/hashtag_video_relevance_score_daily_tmp,4472976,4.06815E-06,wangxiaonan,,wangxiaonan,hdfs,,,,
algo,like_video_text_train_src,/recommend/hive/algo.db/like_video_text_train_src,2.15385E+11,0.195891953,zhangxilun,,zhangxilun,hdfs,,,,
algo,like_keyword_msg_text_hashtag_20200410_backup,/recommend/hive/algo.db/like_keyword_msg_text_hashtag_20200410_backup,18840095010,0.017134967,tohzhiqiang,,tohzhiqiang,hdfs,,,,
