1v1,bigo_happy_hour_order_stat,/flume/1v1/bigo_happy_hour_order_stat,hadoop
1v1,bigo_happy_hour_login_stat,/flume/1v1/bigo_happy_hour_login_stat,hadoop
algo,live_stats_kafka_d_miclink,/flume/bigolive/live_stats_kafka_d-miclink,hadoop
algo,rec_broadcaster_time_d_orc,/recommend/hive/algo.db/rec_broadcaster_time_d_orc,chenhuafeng
algo,rec_broadcaster_time_3d_orc,/recommend/hive/algo.db/rec_broadcaster_time_3d_orc,chenhuafeng
algo,rec_broadcaster_time_7d_orc,/recommend/hive/algo.db/rec_broadcaster_time_7d_orc,chenhuafeng
algo,rec_broadcaster_time_14d_orc,/recommend/hive/algo.db/rec_broadcaster_time_14d_orc,chenhuafeng
algo,rec_shower_first_show_time_from_stat_d,/recommend/hive/algo.db/rec_shower_first_show_time_from_stat_d,hadoop
algo,video_weight,/recommend/hive/algo.db/video_weight,zhanghang
algo,rec_imactive_all_users_30d_orc,/recommend/hive/algo.db/rec_imactive_all_users_30d_orc,zhanghang
algo,rec_viewer_android_offline_push_stat_d_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_d_orc_new,penglinfeng
algo,rec_viewer_android_offline_push_stat_7d_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_7d_orc_new,penglinfeng
algo,rec_viewer_android_offline_push_stat_with_tz_orc_new,/recommend/hive/algo.db/rec_viewer_android_offline_push_stat_with_tz_orc_new,penglinfeng
algo,rec_viewer_all_offline_push_stat_d_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_d_orc,penglinfeng
algo,rec_viewer_all_offline_push_stat_7d_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_7d_orc,penglinfeng
algo,rec_viewer_all_offline_push_stat_with_tz_orc,/recommend/hive/algo.db/rec_viewer_all_offline_push_stat_with_tz_orc,penglinfeng
algo,user_countrycode_bak,/recommend/hive/algo.db/user_countrycode_bak,alg_push
algo,like_user_rank_country_150,/recommend/hive/algo.db/like_user_rank_country_150,jinzigang
algo,like_user_rank_county,/recommend/hive/algo.db/like_user_rank_county,jinzigang
algo,rec_like_new_star_banyun_orc_2,/recommend/hive/algo.db/rec_like_new_star_banyun_orc_2,chenhuafeng
